pedido_id,cliente_id,fecha_pedido,total_pedido,estado,canal,ciudad_entrega,metodo_pago
6436,1845,2024-04-18,4107.56,Entregado,App,Chiclayo,Efectivo
6437,2292,2024-10-11,2770.14,Devuelto,"Tienda física",Tacna,Yape
6438,1612,2024-10-25,17077.53,Cancelado,"Tienda física",Piura,Efectivo
6439,1088,2022-02-07,2362.73,Devuelto,App,Cajamarca,Efectivo
6440,1914,2024-03-28,6816.15,Cancelado,Web,Iquitos,Yape
6441,2802,2023-07-25,5172.52,Entregado,App,Arequipa,"Tarjeta de débito"
6442,1099,2023-10-26,1115.70,"En camino",Web,Cusco,Yape
6443,1417,2023-03-25,95.55,Cancelado,App,Chiclayo,"Tarjeta de crédito"
6444,1064,2024-09-09,5208.21,Entregado,"Tienda física",Trujillo,Efectivo
6445,2051,2023-07-05,13468.21,Entregado,Web,Arequipa,Efectivo
6446,2289,2023-07-29,1954.96,Cancelado,App,Arequipa,Efectivo
6447,2105,2023-10-29,3952.19,Devuelto,Web,Arequipa,Efectivo
6448,1065,2024-08-30,15845.02,Cancelado,"Tienda física",Cajamarca,Efectivo
6449,2061,2023-11-17,18771.32,Cancelado,Web,Huancayo,Efectivo
6450,2312,2022-10-28,640.40,Cancelado,App,Tacna,Efectivo
6451,2840,2022-06-12,5478.29,Entregado,App,Huancayo,Efectivo
6452,2774,2023-04-19,13441.10,"En camino",Web,Arequipa,"Tarjeta de crédito"
6453,2969,2024-01-02,23527.28,"En camino",App,Tacna,Yape
6454,2760,2023-02-15,1597.26,Entregado,"Tienda física",Lima,Efectivo
6455,1135,2022-06-16,2926.10,Cancelado,Web,Cajamarca,"Tarjeta de crédito"
6456,1931,2024-09-05,8525.53,Entregado,App,Chiclayo,Efectivo
6457,1327,2023-10-23,2274.50,Cancelado,"Tienda física",Chiclayo,"Tarjeta de crédito"
6458,1824,2023-12-07,5759.31,"En camino","Tienda física",Cajamarca,"Tarjeta de crédito"
6459,1308,2023-11-07,2508.49,Entregado,Web,Arequipa,"Tarjeta de crédito"
6460,2083,2022-11-21,12446.54,Entregado,Web,Chiclayo,"Tarjeta de débito"
6461,1340,2024-10-27,27618.34,Devuelto,"Tienda física",Huancayo,Efectivo
6462,2231,2024-09-27,16336.25,"En camino",App,Chiclayo,Efectivo
6463,2938,2023-07-17,1207.50,Devuelto,Web,Trujillo,Efectivo
6464,1850,2024-07-25,10236.23,Devuelto,Web,Cusco,Efectivo
6465,2127,2023-07-21,7546.48,"En camino",Web,Iquitos,Yape
6466,1357,2022-06-28,9391.20,Cancelado,App,Chiclayo,"Tarjeta de débito"
6467,2334,2022-05-12,9790.86,Devuelto,App,Lima,"Tarjeta de débito"
6468,2783,2023-08-20,1020.46,Cancelado,Web,Cusco,Yape
6469,2578,2024-12-14,12997.92,Devuelto,"Tienda física",Lima,Efectivo
6470,1607,2024-03-01,3771.48,Entregado,Web,Arequipa,Efectivo
6471,2706,2022-11-17,12035.50,Cancelado,App,Arequipa,"Tarjeta de débito"
6472,1613,2024-05-27,9910.26,Cancelado,App,Cajamarca,Efectivo
6473,2726,2024-06-27,22918.11,Devuelto,App,Tacna,Yape
6474,2079,2023-10-24,1439.40,Cancelado,Web,Huancayo,Efectivo
6475,1669,2022-09-04,12778.54,Cancelado,Web,Iquitos,"Tarjeta de crédito"
6476,2541,2022-08-30,8446.68,Devuelto,"Tienda física",Cuzco,"Tarjeta de crédito"
6477,2939,2024-10-06,1315.83,Entregado,App,Arequipa,Efectivo
6478,1062,2024-05-19,6809.66,Entregado,Web,Huancayo,"Tarjeta de crédito"
6479,2353,2023-06-11,12393.53,"En camino",Web,Tacna,"Tarjeta de débito"
6480,2743,2023-11-17,7112.72,"En camino","Tienda física",Cusco,Efectivo
6481,1040,2023-04-04,754.85,Cancelado,App,Tacna,Efectivo
6482,1938,2023-07-04,16715.18,Cancelado,Web,Tacna,"Tarjeta de débito"
6483,1302,2024-04-12,8213.06,"En camino","Tienda física",Lima,"Tarjeta de crédito"
6484,2058,2023-12-30,13926.92,Cancelado,Web,Lima,"Tarjeta de crédito"
6485,2040,2023-10-14,1836.99,Entregado,App,Trujillo,Efectivo
6486,2352,2022-05-28,8013.79,Cancelado,Web,Chiclayo,"Tarjeta de débito"
6487,2187,2024-01-04,8904.94,Entregado,Web,Lima,"Tarjeta de crédito"
6488,2979,2024-06-11,4000.81,Cancelado,App,Lima,"Tarjeta de débito"
6489,1695,2023-09-29,6846.45,Devuelto,App,Cajamarca,"Tarjeta de débito"
6490,2949,2022-08-17,14487.06,Devuelto,Web,Arequipa,Efectivo
6491,2158,2024-04-05,5299.97,Entregado,Web,Iquitos,Efectivo
6492,1377,2024-06-21,8375.54,Devuelto,"Tienda física",Cuzco,"Tarjeta de débito"
6493,2314,2024-12-20,15997.14,Entregado,Web,Arequipa,"Tarjeta de crédito"
6494,2325,2024-05-24,13008.31,Cancelado,App,Tacna,Efectivo
6495,1957,2023-05-02,6346.51,Cancelado,"Tienda física",Trujillo,"Tarjeta de débito"
6496,2293,2022-01-17,1095.02,"En camino","Tienda física",Cajamarca,"Tarjeta de débito"
6497,1565,2022-04-13,8075.70,Entregado,App,Tacna,"Tarjeta de crédito"
6498,1182,2023-02-28,18818.83,Devuelto,App,Lima,"Tarjeta de débito"
6499,1155,2023-12-20,9353.59,Devuelto,Web,Chiclayo,Efectivo
6500,1859,2024-10-29,2104.64,Devuelto,App,Cuzco,Yape
6501,2106,2023-01-12,1410.23,Entregado,"Tienda física",Iquitos,Yape
6502,1005,2022-05-05,5862.25,Cancelado,Web,Huancayo,"Tarjeta de débito"
6503,1867,2022-08-14,22554.60,Devuelto,"Tienda física",Huancayo,Yape
6504,2920,2024-03-22,7930.81,"En camino",App,Piura,Efectivo
6505,2214,2023-01-28,14248.93,Entregado,App,Piura,"Tarjeta de débito"
6506,2404,2022-03-19,2269.48,Devuelto,"Tienda física",Cajamarca,Efectivo
6507,1231,2022-06-25,597.14,Cancelado,App,Arequipa,"Tarjeta de crédito"
6508,2473,2023-11-02,2082.09,Devuelto,Web,Cuzco,"Tarjeta de débito"
6509,2229,2024-08-31,915.50,"En camino",App,Lima,Efectivo
6510,2812,2022-11-14,9276.75,Entregado,"Tienda física",Cajamarca,"Tarjeta de crédito"
6511,2832,2022-12-20,1417.31,Entregado,Web,Chiclayo,"Tarjeta de débito"
6512,1789,2023-07-30,3791.88,"En camino",Web,Cuzco,Efectivo
6513,2759,2022-10-24,12679.21,Entregado,"Tienda física",Iquitos,Efectivo
6514,1226,2022-09-16,15452.72,Cancelado,App,Cajamarca,"Tarjeta de crédito"
6515,1352,2024-12-09,276.84,Entregado,"Tienda física",Iquitos,Efectivo
6516,2639,2023-07-30,10625.42,Devuelto,Web,Trujillo,Efectivo
6517,1968,2023-03-17,932.74,Devuelto,Web,Lima,Yape
6518,1832,2023-09-18,1698.03,Entregado,App,Arequipa,"Tarjeta de crédito"
6519,1803,2022-12-09,2430.22,Cancelado,Web,Piura,"Tarjeta de crédito"
6520,1272,2024-09-09,9483.31,Cancelado,"Tienda física",Cajamarca,"Tarjeta de crédito"
6521,1032,2024-02-21,9267.31,Devuelto,Web,Arequipa,"Tarjeta de crédito"
6522,2142,2024-04-20,4489.22,Cancelado,App,Arequipa,Efectivo
6523,1068,2022-04-10,2113.10,"En camino",Web,Tacna,Efectivo
6524,2087,2024-11-30,9815.68,Cancelado,"Tienda física",Cajamarca,"Tarjeta de crédito"
6525,1274,2023-06-05,16232.39,Entregado,"Tienda física",Piura,"Tarjeta de débito"
6526,2722,2024-06-11,18335.24,Cancelado,"Tienda física",Arequipa,Efectivo
6527,1035,2022-04-11,4586.27,Cancelado,Web,Tacna,"Tarjeta de crédito"
6528,1492,2022-06-19,5968.64,Devuelto,Web,Piura,Efectivo
6529,2280,2024-11-02,5951.78,Entregado,"Tienda física",Chiclayo,Efectivo
6530,1246,2022-03-10,4373.28,"En camino",App,Chiclayo,Efectivo
6531,1935,2023-07-17,8718.19,Devuelto,"Tienda física",Cuzco,"Tarjeta de débito"
6532,1117,2022-01-17,4994.90,"En camino",Web,Tacna,Efectivo
6533,2302,2023-02-22,1197.41,Cancelado,App,Huancayo,"Tarjeta de débito"
6534,2552,2023-02-07,8326.80,"En camino",Web,Iquitos,"Tarjeta de crédito"
6535,2648,2023-09-07,7188.11,Cancelado,"Tienda física",Lima,"Tarjeta de crédito"
6536,1359,2022-01-11,2258.89,Devuelto,App,Cajamarca,Yape
6537,2890,2022-05-28,11147.79,Cancelado,Web,Trujillo,Efectivo
6538,1863,2023-11-15,14132.21,Cancelado,App,Cusco,"Tarjeta de crédito"
6539,1399,2023-03-25,10109.73,Cancelado,"Tienda física",Chiclayo,"Tarjeta de débito"
6540,2378,2024-06-17,2848.54,Entregado,Web,Trujillo,Efectivo
6541,2846,2023-05-11,18032.68,Devuelto,Web,Trujillo,"Tarjeta de crédito"
6542,2808,2024-02-07,2810.16,Cancelado,"Tienda física",Chiclayo,Efectivo
6543,1542,2024-12-15,436.20,"En camino",App,Cajamarca,Efectivo
6544,1575,2024-03-28,185.13,Devuelto,"Tienda física",Cajamarca,Yape
6545,1552,2024-03-30,14780.45,Entregado,App,Tacna,"Tarjeta de débito"
6546,1448,2024-09-22,14463.20,Entregado,"Tienda física",Trujillo,"Tarjeta de crédito"
6547,1668,2022-08-02,12968.22,"En camino",Web,Arequipa,"Tarjeta de crédito"
6548,2645,2023-12-10,10977.91,Devuelto,App,Chiclayo,Yape
6549,2219,2023-10-31,180.47,Cancelado,"Tienda física",Huancayo,Efectivo
6550,1782,2023-06-19,894.47,Cancelado,"Tienda física",Piura,Efectivo
6551,2291,2023-07-13,11191.13,Entregado,App,Iquitos,Yape
6552,2334,2024-05-03,8283.40,Devuelto,Web,Iquitos,Yape
6553,1377,2022-02-02,11845.25,Devuelto,"Tienda física",Cusco,Efectivo
6554,2315,2023-12-08,7602.60,Entregado,Web,Arequipa,"Tarjeta de débito"
6555,1519,2023-05-17,300.54,Entregado,"Tienda física",Arequipa,Yape
6556,1685,2022-11-12,20175.18,"En camino",App,Piura,Efectivo
6557,2069,2024-03-15,16031.20,Devuelto,Web,Lima,Efectivo
6558,2394,2022-03-25,1689.49,Devuelto,"Tienda física",Piura,Yape
6559,2683,2024-06-14,14117.69,Entregado,App,Trujillo,Yape
6560,2793,2024-09-19,291.14,Entregado,App,Tacna,"Tarjeta de crédito"
6561,1993,2023-07-02,7185.47,"En camino","Tienda física",Tacna,Efectivo
6562,2844,2024-04-05,14190.81,Entregado,App,Cuzco,Efectivo
6563,1013,2022-10-10,9032.33,Cancelado,"Tienda física",Lima,"Tarjeta de crédito"
6564,1167,2024-10-12,10594.50,Entregado,"Tienda física",Iquitos,"Tarjeta de crédito"
6565,1366,2022-10-06,13736.22,"En camino",App,Lima,Yape
6566,1023,2022-04-09,5051.79,"En camino",Web,Iquitos,Efectivo
6567,2507,2023-11-13,4841.96,Devuelto,App,Chiclayo,"Tarjeta de crédito"
6568,2529,2023-02-27,1997.92,Entregado,Web,Huancayo,Efectivo
6569,1605,2024-03-20,18208.30,Cancelado,"Tienda física",Cuzco,Efectivo
6570,2660,2023-09-05,6414.78,Entregado,Web,Cusco,Yape
6571,2356,2022-05-09,10229.12,Cancelado,Web,Cusco,"Tarjeta de débito"
6572,2906,2022-08-08,2233.67,Devuelto,Web,Lima,Yape
6573,2348,2022-11-10,2052.31,Cancelado,Web,Tacna,Efectivo
6574,1293,2024-12-22,2860.65,"En camino",App,Arequipa,Efectivo
6575,1611,2023-12-16,4527.41,Devuelto,App,Arequipa,"Tarjeta de débito"
6576,1333,2024-04-17,721.95,"En camino",App,Trujillo,Yape
6577,2347,2024-06-29,12965.00,"En camino","Tienda física",Cuzco,Yape
6578,2796,2022-11-11,4081.29,Devuelto,App,Lima,Efectivo
6579,1766,2024-10-23,11795.74,Cancelado,Web,Lima,Yape
6580,1441,2024-01-17,3565.36,Cancelado,"Tienda física",Chiclayo,"Tarjeta de crédito"
6581,1836,2022-03-29,3586.62,Devuelto,App,Lima,"Tarjeta de crédito"
6582,2222,2022-12-16,4601.27,Devuelto,Web,Tacna,Yape
6583,1039,2022-06-25,7119.93,Entregado,Web,Chiclayo,Efectivo
6584,2200,2024-01-02,23857.67,Devuelto,"Tienda física",Iquitos,Yape
6585,1185,2023-10-20,26304.03,Cancelado,"Tienda física",Cuzco,"Tarjeta de crédito"
6586,2923,2023-03-22,93.41,Cancelado,App,Cusco,Efectivo
6587,2897,2023-05-19,3202.00,Devuelto,"Tienda física",Cajamarca,"Tarjeta de débito"
6588,1320,2022-02-10,8519.96,Devuelto,"Tienda física",Arequipa,Efectivo
6589,2960,2024-10-15,2897.92,Devuelto,"Tienda física",Lima,Efectivo
6590,1457,2024-07-18,6518.30,Entregado,App,Cusco,Yape
6591,1940,2023-11-28,14681.59,Devuelto,"Tienda física",Trujillo,"Tarjeta de crédito"
6592,1746,2023-10-18,862.61,Cancelado,App,Huancayo,Yape
6593,1510,2022-10-12,1303.37,"En camino","Tienda física",Arequipa,"Tarjeta de débito"
6594,1019,2022-07-02,2582.12,Entregado,Web,Iquitos,"Tarjeta de débito"
6595,1375,2022-11-22,2447.96,Cancelado,App,Chiclayo,Efectivo
6596,2130,2024-03-02,3628.26,Devuelto,App,Arequipa,Yape
6597,2863,2023-01-09,1775.72,Entregado,App,Trujillo,"Tarjeta de débito"
6598,1546,2024-05-03,14987.97,Devuelto,App,Chiclayo,"Tarjeta de crédito"
6599,2168,2023-06-17,14661.29,"En camino",App,Piura,"Tarjeta de crédito"
6600,1925,2023-03-22,11963.52,Devuelto,Web,Iquitos,"Tarjeta de débito"
6601,1830,2024-01-30,1824.52,"En camino","Tienda física",Iquitos,"Tarjeta de crédito"
6602,2686,2024-03-25,9473.92,Entregado,Web,Lima,Yape
6603,2672,2024-09-05,6145.25,Devuelto,App,Cusco,"Tarjeta de crédito"
6604,2899,2024-11-14,1613.28,"En camino","Tienda física",Tacna,"Tarjeta de débito"
6605,2443,2023-07-01,21531.50,Cancelado,App,Tacna,Efectivo
6606,1121,2023-08-14,890.29,Devuelto,Web,Trujillo,"Tarjeta de débito"
6607,1512,2024-03-20,7911.89,Devuelto,App,Cuzco,"Tarjeta de débito"
6608,2250,2022-01-06,18500.29,Cancelado,App,Cajamarca,Efectivo
6609,1772,2024-07-02,13329.86,Cancelado,App,Arequipa,Yape
6610,2330,2022-02-15,100.58,Devuelto,Web,Huancayo,Efectivo
6611,2559,2024-09-11,15607.10,"En camino",App,Huancayo,"Tarjeta de débito"
6612,1920,2023-12-05,1316.74,Devuelto,Web,Cusco,"Tarjeta de crédito"
6613,1002,2022-06-18,10362.74,Entregado,"Tienda física",Tacna,Yape
6614,1271,2022-07-24,6759.12,"En camino",Web,Trujillo,Efectivo
6615,2881,2024-10-30,17388.97,"En camino",App,Cajamarca,"Tarjeta de débito"
6616,2545,2022-05-13,1289.38,Cancelado,Web,Chiclayo,Yape
6617,1602,2024-07-23,3898.13,"En camino",App,Tacna,Efectivo
6618,1497,2024-09-16,40647.63,Devuelto,App,Piura,Yape
6619,1769,2024-02-07,3818.05,Devuelto,"Tienda física",Piura,Efectivo
6620,1652,2024-01-29,4119.26,Devuelto,Web,Lima,Efectivo
6621,1273,2022-05-21,5632.98,Devuelto,App,Arequipa,Efectivo
6622,2730,2022-11-10,385.74,"En camino",Web,Chiclayo,"Tarjeta de débito"
6623,2567,2023-07-22,23639.91,Cancelado,"Tienda física",Piura,"Tarjeta de débito"
6624,2826,2023-09-05,2867.31,"En camino",App,Tacna,"Tarjeta de débito"
6625,2413,2022-07-16,10568.63,"En camino",Web,Lima,Yape
6626,1632,2023-09-21,138.78,Cancelado,Web,Tacna,Efectivo
6627,1087,2022-12-05,31077.39,Devuelto,App,Huancayo,Efectivo
6628,1721,2023-11-26,7499.26,Entregado,Web,Chiclayo,"Tarjeta de débito"
6629,1727,2023-02-26,8692.27,Cancelado,App,Iquitos,"Tarjeta de crédito"
6630,1456,2022-07-25,8597.48,Devuelto,Web,Piura,"Tarjeta de débito"
6631,2431,2024-05-29,15988.69,"En camino",App,Chiclayo,"Tarjeta de débito"
6632,2565,2023-07-19,9994.15,"En camino",App,Huancayo,Efectivo
6633,1871,2022-12-31,23746.74,Cancelado,Web,Tacna,"Tarjeta de débito"
6634,1524,2024-11-30,1722.88,Cancelado,"Tienda física",Tacna,"Tarjeta de crédito"
6635,2027,2023-05-16,8489.21,Devuelto,Web,Trujillo,Yape
6636,2544,2024-11-25,6475.89,Entregado,Web,Cusco,Yape
6637,1163,2023-11-20,8020.96,"En camino","Tienda física",Lima,"Tarjeta de débito"
6638,2434,2024-09-01,6360.44,Cancelado,App,Chiclayo,"Tarjeta de crédito"
6639,2092,2023-07-12,8969.61,"En camino",App,Chiclayo,Efectivo
6640,2670,2024-06-20,8693.13,"En camino",Web,Iquitos,Yape
6641,1901,2024-06-30,1473.39,"En camino",App,Cajamarca,Yape
6642,2618,2024-06-08,8653.72,Entregado,"Tienda física",Arequipa,Yape
6643,1753,2023-12-19,18256.88,Cancelado,Web,Lima,"Tarjeta de débito"
6644,2596,2024-02-16,2299.08,"En camino",App,Arequipa,"Tarjeta de débito"
6645,2929,2023-10-16,10510.73,Devuelto,Web,Iquitos,Yape
6646,1571,2022-03-17,17633.93,Devuelto,Web,Huancayo,Yape
6647,2392,2024-09-12,16588.96,Entregado,App,Lima,"Tarjeta de débito"
6648,1034,2022-02-08,20232.88,Cancelado,App,Cajamarca,Yape
6649,2989,2024-01-11,2705.82,Entregado,"Tienda física",Lima,Efectivo
6650,1498,2023-10-30,6810.63,Devuelto,"Tienda física",Tacna,Efectivo
6651,2790,2023-09-13,7457.43,Cancelado,Web,Iquitos,Efectivo
6652,1820,2023-06-24,19667.47,"En camino","Tienda física",Cajamarca,"Tarjeta de crédito"
6653,2694,2023-03-07,737.90,Entregado,"Tienda física",Cajamarca,Yape
6654,2438,2023-09-19,6422.82,Devuelto,Web,Arequipa,"Tarjeta de débito"
6655,1558,2023-04-01,14947.49,Entregado,Web,Piura,Efectivo
6656,2722,2024-06-03,2273.80,Entregado,App,Piura,"Tarjeta de crédito"
6657,2797,2024-08-22,16663.00,Cancelado,Web,Cajamarca,Efectivo
6658,2841,2024-10-05,3180.61,Devuelto,App,Trujillo,Efectivo
6659,2045,2022-07-28,12139.14,Devuelto,"Tienda física",Lima,Efectivo
6660,2120,2023-11-20,7791.14,Cancelado,Web,Huancayo,Efectivo
6661,1301,2024-04-20,7918.46,Cancelado,App,Piura,"Tarjeta de crédito"
6662,1244,2022-12-24,10259.58,"En camino","Tienda física",Cajamarca,Efectivo
6663,1722,2022-10-16,22076.08,Entregado,App,Trujillo,Efectivo
6664,2791,2022-01-06,813.78,Cancelado,"Tienda física",Cuzco,Efectivo
6665,2469,2023-06-29,1049.38,Entregado,"Tienda física",Cajamarca,Efectivo
6666,2168,2022-04-21,7654.37,"En camino","Tienda física",Cajamarca,Efectivo
6667,1926,2024-09-24,2170.46,Cancelado,"Tienda física",Cajamarca,Yape
6668,2021,2024-04-09,6432.15,Devuelto,Web,Cusco,Yape
6669,1510,2023-05-09,2384.14,"En camino",App,Cajamarca,Efectivo
6670,2061,2023-09-04,5069.71,Entregado,Web,Cajamarca,"Tarjeta de crédito"
6671,1757,2022-08-19,5511.65,Cancelado,Web,Cusco,Yape
6672,1567,2023-12-10,4326.08,Devuelto,App,Piura,Efectivo
6673,2924,2023-03-08,4286.75,Entregado,"Tienda física",Tacna,"Tarjeta de débito"
6674,2459,2024-01-08,4438.96,Devuelto,Web,Cajamarca,"Tarjeta de crédito"
6675,1820,2024-08-07,3554.52,"En camino",App,Cajamarca,Efectivo
6676,1842,2024-08-13,181.71,"En camino",Web,Huancayo,"Tarjeta de crédito"
6677,1312,2022-09-13,13988.06,Entregado,"Tienda física",Arequipa,Yape
6678,1405,2022-04-15,10740.08,Entregado,"Tienda física",Tacna,Efectivo
6679,2968,2022-04-08,432.05,Devuelto,App,Piura,"Tarjeta de débito"
6680,1261,2022-08-13,2349.87,Entregado,App,Trujillo,"Tarjeta de débito"
6681,1473,2022-09-10,3268.23,Devuelto,Web,Tacna,"Tarjeta de crédito"
6682,1877,2023-11-14,16006.80,Entregado,Web,Iquitos,Efectivo
6683,1079,2023-06-01,15416.78,Devuelto,App,Cajamarca,"Tarjeta de crédito"
6684,1781,2024-08-04,2452.35,Cancelado,App,Cusco,"Tarjeta de crédito"
6685,1826,2024-07-20,7967.26,Cancelado,"Tienda física",Cajamarca,Efectivo
6686,2653,2023-04-14,9109.36,Entregado,"Tienda física",Chiclayo,"Tarjeta de crédito"
6687,1950,2023-08-13,2012.78,Cancelado,App,Trujillo,Efectivo
6688,2238,2023-06-23,4174.37,Cancelado,"Tienda física",Iquitos,"Tarjeta de débito"
6689,2589,2023-05-08,4712.37,"En camino",App,Cajamarca,Efectivo
6690,2280,2022-05-27,5421.02,Entregado,Web,Arequipa,"Tarjeta de débito"
6691,2987,2023-06-22,4196.71,Cancelado,Web,Piura,"Tarjeta de débito"
6692,2084,2024-09-17,6062.20,Devuelto,Web,Lima,Efectivo
6693,1836,2022-10-01,13388.51,"En camino",Web,Tacna,Efectivo
6694,1582,2022-12-21,2441.64,"En camino","Tienda física",Piura,Efectivo
6695,2199,2023-12-23,1894.36,Cancelado,App,Cajamarca,Yape
6696,1151,2024-01-19,673.53,"En camino","Tienda física",Cajamarca,Efectivo
6697,1265,2024-08-17,17902.99,Entregado,App,Chiclayo,"Tarjeta de crédito"
6698,1764,2024-10-21,11930.70,Entregado,"Tienda física",Trujillo,"Tarjeta de crédito"
6699,2191,2023-11-21,4503.75,Devuelto,Web,Chiclayo,Efectivo
6700,1636,2024-04-01,10052.92,"En camino",Web,Arequipa,Efectivo
6701,2162,2023-06-06,24630.48,Devuelto,App,Trujillo,Efectivo
6702,2673,2022-08-01,2538.28,"En camino",Web,Chiclayo,Efectivo
6703,1993,2023-04-03,12096.60,"En camino",App,Piura,Efectivo
6704,2983,2023-12-03,15832.03,"En camino",App,Trujillo,"Tarjeta de débito"
6705,2867,2023-07-08,21074.23,Devuelto,Web,Cusco,Efectivo
6706,2752,2024-09-26,3865.53,"En camino",App,Cuzco,Yape
6707,2818,2023-09-25,8911.98,Devuelto,"Tienda física",Cajamarca,Efectivo
6708,2366,2022-07-15,2447.20,Cancelado,"Tienda física",Tacna,Efectivo
6709,2854,2024-03-16,3461.00,Cancelado,"Tienda física",Lima,Yape
6710,1357,2024-12-29,5104.64,Entregado,"Tienda física",Cusco,Efectivo
6711,1277,2023-11-05,5288.50,Entregado,App,Cajamarca,Yape
6712,2533,2024-02-06,6361.87,Devuelto,App,Lima,Efectivo
6713,1104,2024-08-15,7403.17,Entregado,App,Tacna,Yape
6714,2949,2023-03-15,13618.98,"En camino","Tienda física",Huancayo,Yape
6715,1526,2023-10-06,3791.88,Devuelto,Web,Trujillo,Efectivo
6716,1381,2022-11-07,9513.21,Entregado,App,Cusco,"Tarjeta de débito"
6717,2239,2023-05-02,4369.89,"En camino",Web,Arequipa,Efectivo
6718,2075,2022-10-24,12594.85,"En camino",Web,Huancayo,Yape
6719,1793,2024-01-22,15277.37,Devuelto,"Tienda física",Cusco,Efectivo
6720,1378,2024-02-03,891.91,Cancelado,"Tienda física",Lima,Yape
6721,1340,2023-12-17,7017.86,"En camino",App,Huancayo,Efectivo
6722,2969,2022-02-06,15098.59,Entregado,"Tienda física",Trujillo,Efectivo
6723,1842,2023-12-06,12445.46,Entregado,"Tienda física",Chiclayo,Efectivo
6724,2155,2024-09-22,1031.70,Devuelto,"Tienda física",Piura,"Tarjeta de débito"
6725,2270,2023-09-10,308.19,Entregado,Web,Tacna,Efectivo
6726,1264,2024-09-26,10049.58,Entregado,"Tienda física",Chiclayo,"Tarjeta de crédito"
6727,1023,2024-01-12,2771.98,Devuelto,Web,Tacna,Yape
6728,1787,2024-10-24,14144.00,Devuelto,Web,Cajamarca,Yape
6729,1854,2022-07-20,9483.75,Entregado,"Tienda física",Chiclayo,Efectivo
6730,1816,2024-04-17,299.51,Devuelto,"Tienda física",Iquitos,"Tarjeta de débito"
6731,1149,2024-04-04,2744.38,Entregado,App,Cajamarca,Efectivo
6732,2980,2022-04-01,4956.23,"En camino",App,Iquitos,"Tarjeta de crédito"
6733,1930,2022-11-15,2569.68,Cancelado,Web,Chiclayo,Efectivo
6734,2943,2024-12-23,2917.71,Entregado,App,Tacna,Yape
6735,2908,2023-06-22,1937.44,Devuelto,"Tienda física",Trujillo,Efectivo
6736,2166,2022-08-29,10763.85,Devuelto,Web,Tacna,"Tarjeta de débito"
6737,2195,2023-02-01,4039.94,Devuelto,Web,Lima,Yape
6738,1836,2024-04-20,449.98,Entregado,Web,Piura,"Tarjeta de crédito"
6739,1363,2022-12-10,11602.86,Cancelado,Web,Lima,"Tarjeta de crédito"
6740,1388,2023-05-04,386.20,"En camino",App,Iquitos,"Tarjeta de débito"
6741,2828,2023-03-14,28236.54,"En camino","Tienda física",Cusco,"Tarjeta de crédito"
6742,1707,2023-09-11,1406.96,"En camino",Web,Arequipa,Yape
6743,1773,2024-06-28,7084.65,Devuelto,"Tienda física",Trujillo,Efectivo
6744,2250,2022-01-04,5408.81,Devuelto,Web,Cajamarca,"Tarjeta de débito"
6745,2209,2023-09-08,13380.19,Entregado,Web,Cajamarca,Efectivo
6746,2861,2022-02-07,16532.78,Entregado,Web,Cuzco,Yape
6747,2823,2024-08-10,14800.63,"En camino",Web,Iquitos,Efectivo
6748,2942,2022-07-28,2758.09,Cancelado,Web,Lima,"Tarjeta de crédito"
6749,2231,2023-05-31,8963.62,Cancelado,Web,Tacna,Yape
6750,2347,2024-03-31,3796.56,Devuelto,App,Trujillo,"Tarjeta de débito"
6751,2682,2024-06-29,196.25,Devuelto,App,Cusco,Efectivo
6752,1317,2022-07-16,15039.80,"En camino","Tienda física",Cajamarca,"Tarjeta de crédito"
6753,2205,2023-06-06,7034.03,Devuelto,"Tienda física",Iquitos,"Tarjeta de débito"
6754,2874,2024-10-06,14263.12,"En camino","Tienda física",Tacna,"Tarjeta de débito"
6755,2510,2024-09-28,6920.92,"En camino","Tienda física",Trujillo,Efectivo
6756,2236,2023-05-18,12794.76,"En camino","Tienda física",Cuzco,Yape
6757,2621,2023-08-19,3761.88,Devuelto,Web,Piura,"Tarjeta de débito"
6758,2949,2022-09-12,3436.24,Entregado,Web,Arequipa,"Tarjeta de débito"
6759,2504,2023-12-17,20288.14,Devuelto,App,Tacna,Efectivo
6760,2123,2023-10-17,5962.57,Cancelado,"Tienda física",Cuzco,"Tarjeta de crédito"
6761,1508,2023-11-28,13402.97,"En camino",App,Cajamarca,Efectivo
6762,1442,2022-03-27,1272.95,Cancelado,Web,Cusco,Efectivo
6763,1657,2024-11-27,10078.73,Devuelto,Web,Iquitos,"Tarjeta de crédito"
6764,2540,2023-03-20,23473.69,Entregado,Web,Cusco,"Tarjeta de crédito"
6765,2133,2024-10-19,2870.05,"En camino",Web,Arequipa,Yape
6766,2505,2023-08-04,6892.93,Cancelado,Web,Chiclayo,Efectivo
6767,1978,2024-02-03,7755.21,Cancelado,Web,Lima,Efectivo
6768,2772,2024-04-04,1253.10,Cancelado,App,Tacna,"Tarjeta de débito"
6769,2992,2022-03-17,3306.68,"En camino",App,Huancayo,"Tarjeta de débito"
6770,1819,2022-09-09,1800.15,Devuelto,App,Cuzco,Efectivo
6771,2139,2024-08-03,20643.54,Devuelto,"Tienda física",Arequipa,Efectivo
6772,2055,2022-02-22,8680.35,Devuelto,App,Trujillo,"Tarjeta de débito"
6773,1951,2023-01-27,790.41,Entregado,App,Chiclayo,Yape
6774,2455,2024-03-06,9655.66,Entregado,App,Tacna,Efectivo
