campana_id,cliente_id,nombre_campana,tipo_campana,variante_ab,fecha_envio,abierto,clic,convirtio,ingreso_generado
71376,2557,"Fidelización Recurrentes",Correo,B,2023-05-18,0,0,0,0.00
71377,1381,"Reactivación Q1 2024",Push,A,2023-12-22,0,0,0,0.00
71378,1136,"VIP Exclusivo Agosto",WhatsApp,A,2024-06-21,0,0,0,0.00
71379,1281,"Campaña Navidad 2023",SMS,B,2022-02-09,1,0,0,0.00
71380,1556,"Fidelización Recurrentes",SMS,B,2022-08-06,0,0,0,0.00
71381,2785,"Reactivación Q1 2024",Correo,B,2023-09-01,0,0,0,0.00
71382,1002,"Black Friday 2023",SMS,B,2023-03-18,0,0,0,0.00
71383,1704,"Reactivación Q1 2024",Push,B,2024-07-05,0,0,0,0.00
71384,1582,"Fidelización Recurrentes",Correo,B,2022-11-22,0,0,0,0.00
71385,1557,"Fidelización Recurrentes",SMS,A,2023-07-31,0,0,0,0.00
71386,2285,"Fidelización Recurrentes",Push,B,2022-10-12,1,0,0,0.00
71387,2808,"VIP Exclusivo Agosto",Push,A,2023-11-22,0,0,0,0.00
71388,1840,"Black Friday 2023",Correo,B,2023-05-08,1,0,0,0.00
71389,1960,"Fidelización Recurrentes",Correo,B,2022-08-24,0,0,0,0.00
71390,1878,"VIP Exclusivo Agosto",Correo,B,2023-09-11,0,0,0,0.00
71391,1954,"Bienvenida Nuevo Cliente",Push,B,2023-07-03,0,0,0,0.00
71392,2602,"Cyber Wow Mayo 2024",WhatsApp,A,2023-01-18,1,0,0,0.00
71393,2103,"Campaña Navidad 2023",SMS,B,2023-02-01,0,0,0,0.00
71394,2447,"Cyber Wow Mayo 2024",Push,A,2022-06-23,1,0,0,0.00
71395,1063,"Reactivación Q1 2024",Push,B,2022-08-24,0,0,0,0.00
71396,1644,"Cyber Wow Mayo 2024",SMS,B,2022-01-08,0,0,0,0.00
71397,1497,"VIP Exclusivo Agosto",Push,A,2023-10-23,0,0,0,0.00
71398,2747,"Bienvenida Nuevo Cliente",Correo,A,2024-12-25,0,0,0,0.00
71399,2430,"Reactivación Q1 2024",Correo,B,2024-08-15,0,0,0,0.00
71400,1618,"Campaña Navidad 2023",SMS,A,2023-02-05,0,0,0,0.00
71401,2337,"Reactivación Q1 2024",Push,A,2023-01-26,0,0,0,0.00
71402,1990,"Bienvenida Nuevo Cliente",WhatsApp,B,2024-03-30,0,0,0,0.00
71403,2987,"VIP Exclusivo Agosto",Correo,A,2022-04-17,0,0,0,0.00
71404,1571,"Recuperación Carrito Abandonado",SMS,B,2022-10-06,0,0,0,0.00
71405,1622,"Cyber Wow Mayo 2024",SMS,A,2023-06-13,1,0,0,0.00
71406,2206,"Bienvenida Nuevo Cliente",Correo,A,2022-11-04,0,0,0,0.00
71407,2615,"Recuperación Carrito Abandonado",Push,B,2022-02-03,1,0,0,0.00
71408,2000,"Recuperación Carrito Abandonado",Correo,A,2022-10-26,1,0,0,0.00
71409,1293,"Cyber Wow Mayo 2024",SMS,B,2024-04-20,1,0,0,0.00
71410,1148,"Black Friday 2023",Correo,A,2022-10-31,0,0,0,0.00
71411,1086,"VIP Exclusivo Agosto",Correo,A,2024-09-25,1,0,0,0.00
71412,2506,"Reactivación Q1 2024",SMS,B,2022-04-17,0,0,0,0.00
71413,1316,"Fidelización Recurrentes",Correo,A,2023-06-27,0,0,0,0.00
71414,1478,"Cyber Wow Mayo 2024",Correo,A,2024-10-27,0,0,0,0.00
71415,1949,"Bienvenida Nuevo Cliente",WhatsApp,A,2022-10-09,0,0,0,0.00
71416,1080,"Fidelización Recurrentes",SMS,A,2022-02-12,0,0,0,0.00
71417,2320,"Black Friday 2023",Correo,B,2024-02-05,0,0,0,0.00
71418,2276,"Cyber Wow Mayo 2024",Correo,A,2024-01-08,1,0,0,0.00
71419,2449,"Bienvenida Nuevo Cliente",Push,B,2022-10-07,1,0,0,0.00
71420,2552,"Recuperación Carrito Abandonado",SMS,A,2022-10-31,1,0,0,0.00
71421,2011,"VIP Exclusivo Agosto",WhatsApp,B,2022-08-19,0,0,0,0.00
71422,2411,"Reactivación Q1 2024",SMS,B,2023-02-20,1,0,0,0.00
71423,1311,"Campaña Navidad 2023",WhatsApp,A,2023-07-10,0,0,0,0.00
71424,2805,"Reactivación Q1 2024",WhatsApp,B,2023-06-28,0,0,0,0.00
71425,1545,"Día de la Madre 2024",SMS,A,2023-06-23,1,0,0,0.00
71426,2903,"Recuperación Carrito Abandonado",Correo,B,2024-07-25,0,0,0,0.00
71427,1123,"Bienvenida Nuevo Cliente",Push,B,2022-06-23,0,0,0,0.00
71428,2680,"VIP Exclusivo Agosto",Push,A,2022-04-11,0,0,0,0.00
71429,1014,"Cyber Wow Mayo 2024",WhatsApp,B,2023-09-09,0,0,0,0.00
71430,2374,"Fidelización Recurrentes",WhatsApp,A,2024-01-24,0,0,0,0.00
71431,1022,"Fidelización Recurrentes",SMS,B,2023-09-19,0,0,0,0.00
71432,1567,"Recuperación Carrito Abandonado",SMS,A,2024-08-23,0,0,0,0.00
71433,1012,"Black Friday 2023",Correo,A,2022-08-06,0,0,0,0.00
71434,1580,"VIP Exclusivo Agosto",Push,B,2022-04-08,1,0,0,0.00
71435,1176,"Recuperación Carrito Abandonado",Correo,A,2023-12-14,0,0,0,0.00
71436,1019,"Black Friday 2023",Push,B,2023-01-27,1,0,0,0.00
71437,2795,"Black Friday 2023",Correo,A,2024-01-30,1,0,0,0.00
71438,1027,"Black Friday 2023",Push,B,2023-08-17,0,0,0,0.00
71439,2522,"Día de la Madre 2024",Push,A,2022-11-11,0,0,0,0.00
71440,2569,"Día de la Madre 2024",Correo,B,2023-09-05,0,0,0,0.00
71441,1673,"Reactivación Q1 2024",Correo,B,2023-11-20,0,0,0,0.00
71442,2007,"Reactivación Q1 2024",Correo,B,2024-08-30,0,0,0,0.00
71443,1975,"Recuperación Carrito Abandonado",Correo,A,2022-08-24,0,0,0,0.00
71444,1076,"Bienvenida Nuevo Cliente",SMS,B,2022-03-03,1,0,0,0.00
71445,2554,"Black Friday 2023",Push,A,2023-10-04,0,0,0,0.00
71446,2751,"Reactivación Q1 2024",SMS,A,2024-12-04,0,0,0,0.00
71447,2357,"Recuperación Carrito Abandonado",Correo,A,2023-02-14,0,0,0,0.00
71448,2963,"Black Friday 2023",WhatsApp,B,2024-03-16,1,0,0,0.00
71449,1399,"Recuperación Carrito Abandonado",Correo,A,2022-02-28,0,0,0,0.00
71450,1794,"Campaña Navidad 2023",SMS,B,2024-07-01,0,0,0,0.00
71451,1978,"Campaña Navidad 2023",Correo,B,2024-05-16,0,0,0,0.00
71452,1778,"Black Friday 2023",SMS,A,2023-12-15,0,0,0,0.00
71453,2103,"Reactivación Q1 2024",WhatsApp,A,2023-01-27,0,0,0,0.00
71454,1143,"Bienvenida Nuevo Cliente",Push,B,2023-09-09,0,0,0,0.00
71455,2700,"Reactivación Q1 2024",SMS,B,2022-01-28,0,0,0,0.00
71456,2829,"Campaña Navidad 2023",WhatsApp,A,2023-08-25,0,0,0,0.00
71457,1424,"Black Friday 2023",Push,B,2024-06-28,0,0,0,0.00
71458,1338,"Fidelización Recurrentes",WhatsApp,B,2024-10-27,0,0,0,0.00
71459,2946,"Black Friday 2023",SMS,A,2022-02-02,1,0,0,0.00
71460,1954,"Cyber Wow Mayo 2024",SMS,A,2023-06-27,0,0,0,0.00
71461,1639,"Reactivación Q1 2024",SMS,B,2023-10-16,0,0,0,0.00
71462,2577,"Recuperación Carrito Abandonado",WhatsApp,A,2022-09-10,0,0,0,0.00
71463,2232,"Campaña Navidad 2023",WhatsApp,B,2024-06-04,0,0,0,0.00
71464,2215,"Cyber Wow Mayo 2024",WhatsApp,B,2023-08-24,1,0,0,0.00
71465,1810,"Bienvenida Nuevo Cliente",WhatsApp,A,2023-11-12,0,0,0,0.00
71466,1913,"Bienvenida Nuevo Cliente",SMS,A,2023-08-24,0,0,0,0.00
71467,2287,"Fidelización Recurrentes",Correo,B,2022-10-28,0,0,0,0.00
71468,2334,"Cyber Wow Mayo 2024",Push,A,2024-09-04,0,0,0,0.00
71469,2431,"Fidelización Recurrentes",SMS,A,2022-08-26,1,0,0,0.00
71470,1389,"Cyber Wow Mayo 2024",WhatsApp,A,2023-03-09,0,0,0,0.00
71471,2947,"Campaña Navidad 2023",SMS,A,2022-01-20,0,0,0,0.00
71472,1249,"Fidelización Recurrentes",SMS,A,2022-03-28,0,0,0,0.00
71473,1006,"Bienvenida Nuevo Cliente",Push,B,2024-01-01,0,0,0,0.00
71474,2615,"Bienvenida Nuevo Cliente",WhatsApp,A,2024-02-20,0,0,0,0.00
71475,1629,"Reactivación Q1 2024",Push,B,2024-05-28,0,0,0,0.00
71476,2741,"VIP Exclusivo Agosto",SMS,A,2023-07-27,0,0,0,0.00
71477,2610,"Black Friday 2023",Correo,A,2022-11-16,0,0,0,0.00
71478,1112,"Campaña Navidad 2023",WhatsApp,B,2023-08-08,0,0,0,0.00
71479,2026,"Bienvenida Nuevo Cliente",Push,A,2023-10-22,0,0,0,0.00
71480,2553,"Black Friday 2023",WhatsApp,B,2024-05-25,0,0,0,0.00
71481,1548,"VIP Exclusivo Agosto",SMS,A,2023-07-25,0,0,0,0.00
71482,2403,"Día de la Madre 2024",Correo,B,2022-06-18,0,0,0,0.00
71483,1505,"Campaña Navidad 2023",Correo,A,2024-12-22,0,0,0,0.00
71484,2459,"Campaña Navidad 2023",SMS,B,2024-12-25,1,0,0,0.00
71485,2849,"Fidelización Recurrentes",Correo,A,2022-12-28,1,0,0,0.00
71486,1206,"Bienvenida Nuevo Cliente",WhatsApp,B,2022-10-25,1,0,0,0.00
71487,1599,"Fidelización Recurrentes",Correo,A,2023-02-24,0,0,0,0.00
71488,2151,"Fidelización Recurrentes",Correo,B,2022-10-04,0,0,0,0.00
71489,1020,"Bienvenida Nuevo Cliente",WhatsApp,A,2023-06-05,0,0,0,0.00
71490,1221,"Recuperación Carrito Abandonado",Push,A,2023-04-03,1,1,0,0.00
71491,1186,"Reactivación Q1 2024",SMS,B,2022-08-07,0,0,0,0.00
71492,1768,"Fidelización Recurrentes",WhatsApp,B,2023-10-06,0,0,0,0.00
71493,1286,"Bienvenida Nuevo Cliente",Push,A,2023-04-03,0,0,0,0.00
71494,2852,"Fidelización Recurrentes",Correo,B,2024-06-20,0,0,0,0.00
71495,1733,"Fidelización Recurrentes",Correo,A,2023-01-19,0,0,0,0.00
71496,2385,"VIP Exclusivo Agosto",SMS,B,2024-08-18,0,0,0,0.00
71497,2582,"Reactivación Q1 2024",Push,B,2024-09-20,0,0,0,0.00
71498,2245,"Recuperación Carrito Abandonado",WhatsApp,B,2024-10-29,0,0,0,0.00
71499,2286,"Bienvenida Nuevo Cliente",Correo,A,2024-06-07,1,0,0,0.00
71500,2259,"Recuperación Carrito Abandonado",Correo,A,2024-12-06,0,0,0,0.00
71501,1236,"Fidelización Recurrentes",SMS,B,2024-06-07,0,0,0,0.00
71502,2027,"Fidelización Recurrentes",SMS,B,2022-11-06,0,0,0,0.00
71503,1245,"Bienvenida Nuevo Cliente",SMS,B,2022-04-28,1,0,0,0.00
71504,2080,"Bienvenida Nuevo Cliente",SMS,A,2024-08-02,0,0,0,0.00
71505,1153,"Reactivación Q1 2024",WhatsApp,B,2022-10-08,1,0,0,0.00
71506,1538,"Campaña Navidad 2023",Correo,A,2024-05-26,0,0,0,0.00
71507,2662,"Bienvenida Nuevo Cliente",Push,B,2022-08-29,0,0,0,0.00
71508,2078,"Fidelización Recurrentes",Correo,A,2024-07-08,1,0,0,0.00
71509,1401,"Campaña Navidad 2023",SMS,B,2023-10-22,0,0,0,0.00
71510,2728,"Campaña Navidad 2023",SMS,B,2022-02-02,1,0,0,0.00
71511,1084,"Black Friday 2023",Correo,B,2022-06-09,0,0,0,0.00
71512,2161,"Black Friday 2023",SMS,A,2022-07-25,1,0,0,0.00
71513,1300,"Fidelización Recurrentes",Correo,A,2023-01-12,0,0,0,0.00
71514,2307,"Fidelización Recurrentes",Correo,A,2024-11-03,0,0,0,0.00
71515,1493,"Bienvenida Nuevo Cliente",SMS,A,2022-03-03,0,0,0,0.00
71516,1774,"Black Friday 2023",WhatsApp,B,2024-12-12,0,0,0,0.00
71517,1586,"Black Friday 2023",SMS,A,2022-12-24,0,0,0,0.00
71518,2885,"Recuperación Carrito Abandonado",WhatsApp,A,2022-11-25,0,0,0,0.00
71519,2776,"Día de la Madre 2024",SMS,A,2023-05-01,0,0,0,0.00
71520,1925,"Black Friday 2023",SMS,A,2022-02-08,0,0,0,0.00
71521,1679,"VIP Exclusivo Agosto",Push,A,2023-08-10,0,0,0,0.00
71522,1854,"Día de la Madre 2024",Push,B,2022-03-21,0,0,0,0.00
71523,1248,"VIP Exclusivo Agosto",SMS,A,2022-08-28,1,0,0,0.00
71524,1045,"Campaña Navidad 2023",WhatsApp,A,2024-10-23,0,0,0,0.00
71525,1939,"Recuperación Carrito Abandonado",Correo,A,2023-12-03,1,0,0,0.00
71526,1423,"Recuperación Carrito Abandonado",SMS,B,2022-10-14,0,0,0,0.00
71527,2515,"Reactivación Q1 2024",Correo,A,2022-08-06,0,0,0,0.00
71528,2922,"Día de la Madre 2024",Correo,A,2022-07-10,0,0,0,0.00
71529,2851,"Bienvenida Nuevo Cliente",Push,A,2022-06-01,0,0,0,0.00
71530,1587,"Black Friday 2023",Push,B,2022-11-26,0,0,0,0.00
71531,1808,"Día de la Madre 2024",Push,B,2024-05-29,1,0,0,0.00
71532,1965,"Cyber Wow Mayo 2024",Correo,A,2022-03-13,0,0,0,0.00
71533,2341,"VIP Exclusivo Agosto",Correo,B,2023-05-30,0,0,0,0.00
71534,2931,"Día de la Madre 2024",SMS,B,2022-05-17,0,0,0,0.00
71535,2124,"Cyber Wow Mayo 2024",SMS,B,2024-12-17,0,0,0,0.00
71536,2083,"Recuperación Carrito Abandonado",SMS,A,2024-03-28,0,0,0,0.00
71537,2115,"Black Friday 2023",WhatsApp,B,2023-11-27,1,0,0,0.00
71538,1997,"Día de la Madre 2024",Correo,A,2022-12-04,0,0,0,0.00
71539,1650,"Reactivación Q1 2024",SMS,B,2024-08-21,1,0,0,0.00
71540,1260,"Día de la Madre 2024",Correo,A,2024-07-14,0,0,0,0.00
71541,2766,"Reactivación Q1 2024",Correo,B,2023-04-07,1,0,0,0.00
71542,2421,"Recuperación Carrito Abandonado",Correo,B,2022-09-15,0,0,0,0.00
71543,1222,"Día de la Madre 2024",Push,A,2023-05-21,0,0,0,0.00
71544,2950,"Recuperación Carrito Abandonado",SMS,A,2024-10-22,0,0,0,0.00
71545,1855,"Día de la Madre 2024",Correo,B,2024-11-05,0,0,0,0.00
71546,1382,"Black Friday 2023",Push,B,2023-09-13,1,0,0,0.00
71547,2499,"Cyber Wow Mayo 2024",SMS,A,2022-12-03,1,0,0,0.00
71548,1603,"VIP Exclusivo Agosto",Correo,B,2023-11-01,0,0,0,0.00
71549,1680,"Cyber Wow Mayo 2024",Correo,B,2023-08-31,1,0,0,0.00
71550,2570,"Reactivación Q1 2024",SMS,A,2022-02-02,0,0,0,0.00
71551,2177,"Fidelización Recurrentes",WhatsApp,A,2022-06-05,0,0,0,0.00
71552,2075,"Reactivación Q1 2024",Push,B,2022-05-20,1,0,0,0.00
71553,2969,"Black Friday 2023",Push,B,2022-09-20,1,0,0,0.00
71554,1444,"Día de la Madre 2024",Correo,B,2023-12-25,0,0,0,0.00
71555,2038,"VIP Exclusivo Agosto",SMS,B,2022-05-27,0,0,0,0.00
71556,2632,"Reactivación Q1 2024",SMS,A,2022-04-12,1,0,0,0.00
71557,2778,"Recuperación Carrito Abandonado",WhatsApp,B,2024-03-08,1,0,0,0.00
71558,2539,"Recuperación Carrito Abandonado",Correo,B,2022-08-01,0,0,0,0.00
71559,1491,"Reactivación Q1 2024",Push,B,2023-01-29,0,0,0,0.00
71560,1156,"Black Friday 2023",Correo,B,2024-06-12,1,0,0,0.00
71561,1027,"Reactivación Q1 2024",Push,A,2023-08-08,0,0,0,0.00
71562,1125,"Fidelización Recurrentes",SMS,A,2024-01-22,1,0,0,0.00
71563,2598,"VIP Exclusivo Agosto",Correo,A,2022-01-22,0,0,0,0.00
71564,2478,"Recuperación Carrito Abandonado",Correo,B,2024-07-18,1,0,0,0.00
71565,2474,"Campaña Navidad 2023",WhatsApp,B,2022-04-18,0,0,0,0.00
71566,1585,"Día de la Madre 2024",Push,B,2024-09-17,0,0,0,0.00
71567,1989,"Día de la Madre 2024",Correo,B,2023-04-27,0,0,0,0.00
71568,1208,"Cyber Wow Mayo 2024",Push,B,2023-06-14,1,0,0,0.00
71569,1960,"Cyber Wow Mayo 2024",Correo,B,2024-07-10,1,0,0,0.00
71570,1277,"Bienvenida Nuevo Cliente",WhatsApp,A,2023-07-11,0,0,0,0.00
71571,2906,"Campaña Navidad 2023",WhatsApp,A,2022-01-21,1,0,0,0.00
71572,1336,"Cyber Wow Mayo 2024",Push,B,2024-12-03,0,0,0,0.00
71573,2757,"Recuperación Carrito Abandonado",Push,B,2022-02-28,0,0,0,0.00
71574,1361,"Día de la Madre 2024",Push,B,2023-11-11,0,0,0,0.00
71575,1949,"Día de la Madre 2024",SMS,A,2023-11-06,0,0,0,0.00
71576,1380,"Recuperación Carrito Abandonado",Correo,A,2022-09-29,1,0,0,0.00
71577,2688,"Bienvenida Nuevo Cliente",Correo,A,2022-07-21,0,0,0,0.00
71578,1548,"Bienvenida Nuevo Cliente",SMS,B,2022-09-19,0,0,0,0.00
71579,1786,"Campaña Navidad 2023",Push,B,2022-03-26,0,0,0,0.00
71580,2943,"Black Friday 2023",Correo,A,2022-06-25,0,0,0,0.00
71581,1486,"Fidelización Recurrentes",WhatsApp,A,2023-06-02,0,0,0,0.00
71582,1542,"VIP Exclusivo Agosto",WhatsApp,A,2023-12-10,0,0,0,0.00
71583,1343,"Reactivación Q1 2024",Correo,A,2024-05-04,0,0,0,0.00
71584,1208,"Reactivación Q1 2024",WhatsApp,A,2024-09-22,0,0,0,0.00
71585,1093,"Fidelización Recurrentes",Correo,A,2023-11-27,0,0,0,0.00
71586,2967,"Campaña Navidad 2023",SMS,A,2022-02-04,0,0,0,0.00
71587,2287,"VIP Exclusivo Agosto",Correo,B,2024-08-19,1,0,0,0.00
71588,2714,"Bienvenida Nuevo Cliente",SMS,B,2024-02-17,0,0,0,0.00
71589,1716,"VIP Exclusivo Agosto",SMS,A,2024-05-07,0,0,0,0.00
71590,1288,"Día de la Madre 2024",Push,A,2023-10-31,0,0,0,0.00
71591,2613,"Día de la Madre 2024",WhatsApp,B,2024-07-26,0,0,0,0.00
71592,2820,"VIP Exclusivo Agosto",Correo,B,2024-02-16,0,0,0,0.00
71593,1769,"VIP Exclusivo Agosto",WhatsApp,A,2023-05-15,0,0,0,0.00
71594,2306,"Recuperación Carrito Abandonado",Correo,B,2024-06-20,1,0,0,0.00
71595,2194,"Black Friday 2023",Push,A,2022-09-21,0,0,0,0.00
71596,2594,"Fidelización Recurrentes",Correo,A,2024-07-21,0,0,0,0.00
71597,1955,"Fidelización Recurrentes",Push,A,2022-04-29,0,0,0,0.00
71598,1198,"Fidelización Recurrentes",Push,A,2022-11-29,0,0,0,0.00
71599,2138,"Bienvenida Nuevo Cliente",WhatsApp,A,2024-09-25,0,0,0,0.00
71600,2875,"Recuperación Carrito Abandonado",SMS,B,2023-03-12,1,0,0,0.00
71601,1427,"Recuperación Carrito Abandonado",Correo,A,2024-07-22,1,0,0,0.00
71602,1429,"Bienvenida Nuevo Cliente",Correo,A,2023-08-31,0,0,0,0.00
71603,2783,"Black Friday 2023",Push,A,2024-08-30,0,0,0,0.00
71604,1423,"Bienvenida Nuevo Cliente",Correo,B,2022-12-15,0,0,0,0.00
71605,2013,"Fidelización Recurrentes",SMS,A,2024-12-18,1,0,0,0.00
71606,1363,"Cyber Wow Mayo 2024",SMS,B,2022-04-18,0,0,0,0.00
71607,1587,"Día de la Madre 2024",SMS,B,2023-05-18,0,0,0,0.00
71608,2059,"Bienvenida Nuevo Cliente",Push,A,2024-11-12,0,0,0,0.00
71609,1401,"VIP Exclusivo Agosto",Correo,B,2023-01-21,0,0,0,0.00
71610,1131,"Fidelización Recurrentes",WhatsApp,B,2023-07-22,0,0,0,0.00
71611,1877,"Recuperación Carrito Abandonado",WhatsApp,A,2024-06-22,1,0,0,0.00
71612,1033,"Fidelización Recurrentes",Push,A,2023-04-25,0,0,0,0.00
71613,2701,"Campaña Navidad 2023",Push,B,2024-01-15,0,0,0,0.00
71614,1932,"Fidelización Recurrentes",Correo,B,2023-07-30,0,0,0,0.00
71615,1316,"VIP Exclusivo Agosto",WhatsApp,B,2022-09-28,0,0,0,0.00
71616,2425,"Recuperación Carrito Abandonado",Push,B,2023-11-08,0,0,0,0.00
71617,1875,"Cyber Wow Mayo 2024",Push,B,2022-03-28,1,0,0,0.00
71618,2020,"Día de la Madre 2024",Correo,B,2024-10-09,0,0,0,0.00
71619,1289,"Bienvenida Nuevo Cliente",Push,A,2022-06-05,0,0,0,0.00
71620,2516,"Cyber Wow Mayo 2024",SMS,A,2023-10-31,0,0,0,0.00
71621,1712,"VIP Exclusivo Agosto",SMS,A,2023-03-30,0,0,0,0.00
71622,1291,"Cyber Wow Mayo 2024",WhatsApp,A,2023-01-25,1,0,0,0.00
71623,2266,"VIP Exclusivo Agosto",WhatsApp,B,2024-10-13,0,0,0,0.00
71624,1682,"Cyber Wow Mayo 2024",SMS,A,2022-10-22,0,0,0,0.00
71625,1004,"Día de la Madre 2024",Correo,A,2022-07-27,1,0,0,0.00
71626,2568,"Bienvenida Nuevo Cliente",SMS,A,2022-09-24,0,0,0,0.00
71627,2312,"Cyber Wow Mayo 2024",Correo,A,2024-01-08,1,0,0,0.00
71628,2397,"Cyber Wow Mayo 2024",Correo,B,2022-05-16,1,0,0,0.00
71629,2074,"Reactivación Q1 2024",Push,A,2022-03-02,1,1,0,0.00
71630,1058,"Cyber Wow Mayo 2024",Push,B,2023-03-22,0,0,0,0.00
71631,1462,"Día de la Madre 2024",WhatsApp,B,2024-05-17,0,0,0,0.00
71632,2688,"VIP Exclusivo Agosto",WhatsApp,A,2023-01-26,0,0,0,0.00
71633,2464,"Día de la Madre 2024",Push,A,2024-07-04,0,0,0,0.00
71634,2383,"Bienvenida Nuevo Cliente",Push,B,2022-11-17,0,0,0,0.00
71635,2453,"Black Friday 2023",Correo,B,2022-05-19,0,0,0,0.00
71636,2941,"Bienvenida Nuevo Cliente",WhatsApp,A,2023-05-21,0,0,0,0.00
71637,2839,"Campaña Navidad 2023",Correo,B,2024-05-02,0,0,0,0.00
71638,1706,"Recuperación Carrito Abandonado",WhatsApp,A,2023-03-07,0,0,0,0.00
71639,1741,"Bienvenida Nuevo Cliente",WhatsApp,A,2024-07-30,0,0,0,0.00
71640,2458,"Día de la Madre 2024",Push,A,2023-01-19,0,0,0,0.00
71641,2703,"Recuperación Carrito Abandonado",SMS,B,2023-05-28,0,0,0,0.00
71642,1825,"Black Friday 2023",WhatsApp,B,2023-05-11,0,0,0,0.00
71643,1165,"Black Friday 2023",Push,B,2023-01-24,0,0,0,0.00
71644,1376,"Fidelización Recurrentes",WhatsApp,A,2022-02-06,1,0,0,0.00
71645,1533,"VIP Exclusivo Agosto",WhatsApp,B,2023-11-26,1,0,0,0.00
71646,1675,"Bienvenida Nuevo Cliente",Push,B,2024-12-21,1,0,0,0.00
71647,1080,"Black Friday 2023",WhatsApp,A,2023-03-13,1,0,0,0.00
71648,1372,"Cyber Wow Mayo 2024",Correo,A,2023-06-19,0,0,0,0.00
71649,1167,"VIP Exclusivo Agosto",WhatsApp,B,2023-11-28,0,0,0,0.00
71650,2155,"Campaña Navidad 2023",Correo,A,2024-02-08,1,0,0,0.00
71651,2663,"Bienvenida Nuevo Cliente",Correo,B,2024-08-09,0,0,0,0.00
71652,1960,"Cyber Wow Mayo 2024",Correo,A,2022-09-03,0,0,0,0.00
71653,1622,"Bienvenida Nuevo Cliente",SMS,B,2024-07-18,0,0,0,0.00
71654,1408,"Recuperación Carrito Abandonado",Correo,B,2024-11-27,0,0,0,0.00
71655,2380,"Bienvenida Nuevo Cliente",Push,A,2023-08-29,0,0,0,0.00
71656,2609,"VIP Exclusivo Agosto",Push,B,2023-09-05,0,0,0,0.00
71657,1935,"Campaña Navidad 2023",Push,A,2022-03-01,1,0,0,0.00
71658,2459,"Reactivación Q1 2024",Correo,A,2023-07-26,0,0,0,0.00
71659,1820,"Black Friday 2023",SMS,B,2024-08-27,0,0,0,0.00
71660,1891,"Recuperación Carrito Abandonado",Push,A,2022-07-04,1,1,0,0.00
71661,1848,"Reactivación Q1 2024",Push,B,2022-06-11,0,0,0,0.00
71662,1859,"Black Friday 2023",Correo,B,2022-04-05,0,0,0,0.00
71663,2799,"Recuperación Carrito Abandonado",SMS,A,2022-04-05,0,0,0,0.00
71664,2986,"Recuperación Carrito Abandonado",SMS,A,2022-07-27,0,0,0,0.00
71665,2111,"Bienvenida Nuevo Cliente",SMS,A,2023-09-22,0,0,0,0.00
71666,1852,"Black Friday 2023",SMS,A,2022-10-23,0,0,0,0.00
71667,2775,"Black Friday 2023",Correo,A,2022-10-02,1,0,0,0.00
71668,2588,"Campaña Navidad 2023",Push,B,2024-04-06,0,0,0,0.00
71669,1613,"Fidelización Recurrentes",Push,B,2024-12-03,0,0,0,0.00
71670,1420,"Recuperación Carrito Abandonado",Correo,B,2024-10-18,0,0,0,0.00
71671,1368,"Cyber Wow Mayo 2024",Correo,A,2024-01-01,0,0,0,0.00
71672,2755,"Black Friday 2023",Correo,A,2023-08-14,0,0,0,0.00
71673,2073,"Bienvenida Nuevo Cliente",WhatsApp,A,2024-06-20,0,0,0,0.00
71674,2896,"Fidelización Recurrentes",SMS,B,2024-04-16,0,0,0,0.00
71675,1527,"Black Friday 2023",SMS,B,2023-03-21,0,0,0,0.00
71676,2057,"Campaña Navidad 2023",SMS,B,2022-01-21,0,0,0,0.00
71677,1571,"Fidelización Recurrentes",Correo,B,2023-02-11,1,0,0,0.00
71678,1363,"Black Friday 2023",WhatsApp,B,2022-01-10,0,0,0,0.00
71679,2865,"VIP Exclusivo Agosto",Correo,B,2024-08-13,1,0,0,0.00
71680,2601,"VIP Exclusivo Agosto",Push,A,2023-05-18,0,0,0,0.00
71681,2156,"Reactivación Q1 2024",SMS,A,2023-08-13,0,0,0,0.00
71682,2260,"Fidelización Recurrentes",Correo,A,2023-03-16,0,0,0,0.00
71683,2976,"Black Friday 2023",Correo,B,2022-04-30,1,0,0,0.00
71684,1346,"Reactivación Q1 2024",WhatsApp,B,2022-06-21,0,0,0,0.00
71685,1802,"Día de la Madre 2024",SMS,B,2024-02-19,0,0,0,0.00
71686,2769,"Cyber Wow Mayo 2024",Push,A,2024-01-11,1,0,0,0.00
71687,2920,"Bienvenida Nuevo Cliente",SMS,B,2024-06-11,0,0,0,0.00
71688,2548,"Bienvenida Nuevo Cliente",Correo,A,2024-02-13,0,0,0,0.00
71689,1975,"Campaña Navidad 2023",Push,B,2024-02-24,0,0,0,0.00
71690,2759,"Fidelización Recurrentes",Correo,B,2023-06-27,1,0,0,0.00
71691,2919,"Recuperación Carrito Abandonado",SMS,A,2024-11-26,0,0,0,0.00
71692,2461,"Black Friday 2023",SMS,A,2024-08-14,1,0,0,0.00
71693,1159,"Reactivación Q1 2024",Push,A,2024-06-01,1,0,0,0.00
71694,1651,"Cyber Wow Mayo 2024",Correo,A,2023-10-19,1,0,0,0.00
71695,2465,"Cyber Wow Mayo 2024",Push,A,2023-06-17,0,0,0,0.00
71696,1823,"Bienvenida Nuevo Cliente",WhatsApp,B,2024-01-29,0,0,0,0.00
