detalle_id,pedido_id,producto_id,cantidad,precio_unitario,descuento_aplicado,subtotal
91204,5074,267,3,1987.88,0.15,5069.09
91205,12817,281,1,1191.76,0.15,1013.00
91206,5433,144,5,1446.74,0.00,7233.70
91207,11854,287,4,224.99,0.10,809.96
91208,12794,235,4,1296.63,0.00,5186.52
91209,10391,261,3,419.36,0.25,943.56
91210,12415,217,5,1763.03,0.05,8374.39
91211,8301,274,2,93.41,0.10,168.14
91212,10637,282,5,1272.66,0.20,5090.64
91213,12777,169,5,525.57,0.00,2627.85
91214,6648,234,5,302.91,0.20,1211.64
91215,9170,297,5,298.38,0.20,1193.52
91216,10820,103,1,1509.32,0.00,1509.32
91217,11814,208,4,2078.25,0.05,7897.35
91218,7551,114,1,1566.37,0.15,1331.41
91219,12934,215,4,813.88,0.10,2929.97
91220,7515,144,3,1446.74,0.10,3906.20
91221,11885,137,5,301.05,0.00,1505.25
91222,6267,239,1,109.05,0.05,103.60
91223,11736,187,3,2442.76,0.00,7328.28
91224,11480,141,4,993.39,0.20,3178.85
91225,8968,288,5,475.03,0.00,2375.15
91226,11897,266,5,1245.35,0.00,6226.75
91227,12066,213,2,1512.95,0.25,2269.43
91228,8554,148,1,572.20,0.05,543.59
91229,8507,258,1,2022.94,0.20,1618.35
91230,9802,105,2,838.62,0.00,1677.24
91231,8363,203,2,1900.01,0.00,3800.02
91232,10832,192,1,1996.58,0.00,1996.58
91233,7424,147,3,2470.00,0.00,7410.00
91234,7557,271,1,926.97,0.05,880.62
91235,5034,125,4,1053.19,0.20,3370.21
91236,5936,271,5,926.97,0.25,3476.14
91237,8935,152,4,1885.74,0.25,5657.22
91238,7439,260,2,298.97,0.20,478.35
91239,11729,106,3,903.02,0.25,2031.80
91240,5355,108,3,1886.70,0.00,5660.10
91241,11565,270,5,2245.24,0.20,8980.96
91242,11088,204,3,226.11,0.25,508.75
91243,7981,236,4,442.97,0.05,1683.29
91244,7042,279,5,2195.66,0.10,9880.47
91245,6061,104,1,2213.07,0.00,2213.07
91246,5966,200,5,2486.65,0.10,11189.93
91247,7060,184,2,1591.66,0.15,2705.82
91248,11640,151,1,1737.89,0.25,1303.42
91249,10087,104,3,2213.07,0.00,6639.21
91250,5535,241,2,1072.50,0.00,2145.00
91251,10926,294,4,2427.45,0.00,9709.80
91252,6422,196,5,1471.90,0.05,6991.52
91253,10788,147,3,2470.00,0.00,7410.00
91254,10200,300,5,757.78,0.10,3410.01
91255,9704,105,4,838.62,0.10,3019.03
91256,7171,151,5,1737.89,0.05,8254.98
91257,12212,121,4,2042.46,0.00,8169.84
91258,10297,163,2,530.94,0.15,902.60
91259,7264,294,2,2427.45,0.25,3641.17
91260,9665,179,1,864.43,0.00,864.43
91261,6115,129,2,268.41,0.05,509.98
91262,12021,139,4,1994.29,0.20,6381.73
91263,11519,106,2,903.02,0.00,1806.04
91264,12585,132,5,1664.91,0.00,8324.55
91265,8183,206,3,239.11,0.00,717.33
91266,11471,167,2,50.29,0.15,85.49
91267,10025,185,1,1487.37,0.00,1487.37
91268,8306,249,5,1638.11,0.20,6552.44
91269,9234,280,2,1665.08,0.00,3330.16
91270,9166,275,1,1096.31,0.15,931.86
91271,8201,163,1,530.94,0.25,398.21
91272,12688,250,1,449.73,0.10,404.76
91273,5190,197,2,2202.77,0.15,3744.71
91274,12850,228,4,694.03,0.05,2637.31
91275,12278,292,1,1397.80,0.15,1188.13
91276,8764,260,2,298.97,0.25,448.46
91277,7879,193,2,1884.74,0.05,3581.01
91278,9670,253,3,566.24,0.00,1698.72
91279,12456,181,2,766.36,0.05,1456.08
91280,6615,144,3,1446.74,0.05,4123.21
91281,8222,285,3,352.36,0.00,1057.08
91282,12078,248,5,1863.86,0.10,8387.37
91283,10992,178,2,1497.89,0.05,2845.99
91284,6316,233,5,640.40,0.00,3202.00
91285,11127,183,3,2299.69,0.25,5174.30
91286,12988,123,2,1736.07,0.25,2604.11
91287,8094,240,1,1506.75,0.20,1205.40
91288,10261,165,3,2379.36,0.15,6067.37
91289,9221,205,4,637.79,0.20,2040.93
91290,11135,253,2,566.24,0.20,905.98
91291,5903,229,3,1416.93,0.15,3613.17
91292,11062,138,4,1832.29,0.00,7329.16
91293,8450,125,1,1053.19,0.05,1000.53
91294,11548,115,4,1500.95,0.05,5703.61
91295,11442,286,4,69.93,0.00,279.72
91296,7522,279,3,2195.66,0.15,5598.93
91297,5852,192,4,1996.58,0.15,6788.37
91298,11857,186,3,1700.97,0.00,5102.91
91299,10721,172,2,176.79,0.05,335.90
91300,12968,238,4,2135.34,0.00,8541.36
91301,9980,179,3,864.43,0.00,2593.29
91302,10227,179,1,864.43,0.05,821.21
91303,6274,268,5,1080.58,0.00,5402.90
91304,7190,191,5,1189.21,0.00,5946.05
91305,10210,283,1,615.57,0.00,615.57
91306,9728,103,1,1509.32,0.00,1509.32
91307,10440,107,3,1171.67,0.00,3515.01
91308,10477,178,3,1497.89,0.00,4493.67
91309,7499,239,1,109.05,0.20,87.24
91310,10315,182,5,1551.91,0.00,7759.55
91311,5282,292,5,1397.80,0.00,6989.00
91312,12448,263,4,2447.20,0.05,9299.36
91313,9743,185,3,1487.37,0.00,4462.11
91314,6560,226,2,181.96,0.20,291.14
91315,7609,175,3,2362.73,0.15,6024.96
91316,7379,207,3,620.94,0.00,1862.82
91317,10655,227,4,461.19,0.00,1844.76
91318,7925,285,3,352.36,0.10,951.37
91319,6221,251,4,947.97,0.00,3791.88
91320,5992,113,3,2150.67,0.00,6452.01
91321,5178,276,1,1758.07,0.20,1406.46
91322,9247,106,2,903.02,0.20,1444.83
91323,8898,178,5,1497.89,0.20,5991.56
91324,11071,218,4,1133.43,0.20,3626.98
91325,5391,132,5,1664.91,0.00,8324.55
91326,8292,134,5,574.61,0.25,2154.79
91327,7797,164,4,1599.20,0.25,4797.60
91328,10103,189,3,885.16,0.25,1991.61
91329,10571,177,2,36.22,0.00,72.44
91330,11976,276,5,1758.07,0.05,8350.83
91331,12208,199,4,1715.24,0.25,5145.72
91332,6346,124,1,213.45,0.20,170.76
91333,6466,192,2,1996.58,0.15,3394.19
91334,12965,135,5,1777.26,0.05,8441.98
91335,6368,296,5,1459.44,0.20,5837.76
91336,10224,248,1,1863.86,0.25,1397.89
91337,7786,250,2,449.73,0.25,674.60
91338,10200,256,2,1238.39,0.25,1857.59
91339,12905,134,4,574.61,0.15,1953.67
91340,11387,126,2,288.49,0.00,576.98
91341,6169,300,3,757.78,0.20,1818.67
91342,12989,106,4,903.02,0.00,3612.08
91343,8900,153,5,1793.31,0.10,8069.89
91344,7454,271,4,926.97,0.15,3151.70
91345,9796,263,1,2447.20,0.25,1835.40
91346,10040,167,3,50.29,0.05,143.33
91347,5846,155,3,2423.51,0.00,7270.53
91348,7456,148,2,572.20,0.20,915.52
91349,5402,205,2,637.79,0.15,1084.24
91350,8738,197,5,2202.77,0.20,8811.08
91351,8255,277,2,176.58,0.00,353.16
91352,7520,295,3,1644.06,0.25,3699.14
91353,10801,102,3,1084.90,0.15,2766.50
91354,7586,105,2,838.62,0.25,1257.93
91355,5001,104,1,2213.07,0.20,1770.46
91356,11113,183,3,2299.69,0.25,5174.30
91357,9165,112,3,1270.77,0.25,2859.23
91358,6902,215,1,813.88,0.00,813.88
91359,10797,223,2,1691.32,0.25,2536.98
91360,8281,161,3,1891.92,0.25,4256.82
91361,7075,233,3,640.40,0.20,1536.96
91362,7848,139,5,1994.29,0.20,7977.16
91363,10079,155,5,2423.51,0.00,12117.55
91364,5669,181,3,766.36,0.25,1724.31
91365,12201,228,4,694.03,0.10,2498.51
91366,9311,287,1,224.99,0.20,179.99
91367,10644,209,4,1581.90,0.10,5694.84
91368,5975,172,5,176.79,0.20,707.16
91369,10385,277,3,176.58,0.00,529.74
91370,5143,268,4,1080.58,0.00,4322.32
91371,7328,243,1,2421.72,0.10,2179.55
91372,12071,153,3,1793.31,0.05,5110.93
91373,5387,188,1,1254.94,0.00,1254.94
91374,11475,207,4,620.94,0.00,2483.76
91375,5201,285,4,352.36,0.20,1127.55
91376,6820,164,3,1599.20,0.15,4077.96
91377,10216,105,1,838.62,0.25,628.97
91378,7947,149,3,1613.28,0.00,4839.84
91379,11201,140,4,1375.60,0.10,4952.16
91380,6159,270,2,2245.24,0.00,4490.48
91381,6646,238,1,2135.34,0.05,2028.57
91382,6975,116,5,1355.08,0.10,6097.86
91383,11183,235,1,1296.63,0.00,1296.63
91384,12163,241,1,1072.50,0.25,804.38
91385,8719,281,3,1191.76,0.05,3396.52
91386,10941,177,1,36.22,0.00,36.22
91387,12607,207,1,620.94,0.00,620.94
91388,7184,142,4,1645.63,0.25,4936.89
91389,5604,188,5,1254.94,0.20,5019.76
91390,6071,234,5,302.91,0.10,1363.10
91391,6233,294,1,2427.45,0.20,1941.96
91392,9113,176,5,1657.31,0.25,6214.91
91393,11148,134,1,574.61,0.00,574.61
91394,12993,244,2,201.19,0.15,342.02
91395,11515,150,4,397.61,0.15,1351.87
91396,5179,182,2,1551.91,0.00,3103.82
91397,11932,181,2,766.36,0.10,1379.45
91398,5068,235,1,1296.63,0.05,1231.80
91399,7819,145,3,1877.04,0.00,5631.12
91400,11785,220,1,246.34,0.20,197.07
91401,10856,117,5,2081.70,0.15,8847.23
91402,6241,177,4,36.22,0.25,108.66
91403,11234,149,5,1613.28,0.00,8066.40
91404,5871,269,3,1773.91,0.10,4789.56
91405,8640,240,3,1506.75,0.00,4520.25
91406,9120,118,1,406.89,0.05,386.55
91407,7132,152,3,1885.74,0.00,5657.22
91408,7381,212,2,850.02,0.15,1445.03
91409,9390,219,4,1538.12,0.15,5229.61
91410,12265,171,5,1704.37,0.15,7243.57
91411,6460,177,4,36.22,0.20,115.90
91412,10792,101,4,907.15,0.05,3447.17
91413,12656,266,3,1245.35,0.20,2988.84
91414,5140,225,2,1270.62,0.25,1905.93
91415,10791,274,2,93.41,0.00,186.82
91416,11514,253,4,566.24,0.20,1811.97
91417,6642,131,4,2336.91,0.10,8412.88
91418,10902,136,4,843.83,0.10,3037.79
91419,11556,122,4,522.39,0.00,2089.56
91420,7970,273,2,1052.32,0.15,1788.94
91421,9535,131,3,2336.91,0.15,5959.12
91422,6018,231,3,1343.75,0.00,4031.25
91423,10010,239,2,109.05,0.00,218.10
91424,5460,124,1,213.45,0.00,213.45
91425,12122,144,4,1446.74,0.05,5497.61
91426,10467,250,1,449.73,0.00,449.73
91427,8672,127,5,1258.40,0.00,6292.00
91428,9596,285,2,352.36,0.10,634.25
91429,7501,294,5,2427.45,0.05,11530.39
91430,8469,101,2,907.15,0.00,1814.30
91431,10378,274,1,93.41,0.25,70.06
91432,6442,222,1,1487.60,0.25,1115.70
91433,6553,253,4,566.24,0.00,2264.96
91434,10540,167,3,50.29,0.00,150.87
91435,10450,196,5,1471.90,0.00,7359.50
91436,7066,112,2,1270.77,0.10,2287.39
91437,10145,203,5,1900.01,0.10,8550.05
91438,7380,154,5,2234.02,0.25,8377.58
91439,9018,147,2,2470.00,0.15,4199.00
91440,5079,226,5,181.96,0.05,864.31
91441,7249,180,2,943.48,0.00,1886.96
91442,12605,183,2,2299.69,0.00,4599.38
91443,5743,151,2,1737.89,0.00,3475.78
91444,11915,156,1,2001.82,0.00,2001.82
91445,12304,252,2,762.60,0.20,1220.16
91446,6120,263,5,2447.20,0.00,12236.00
91447,7023,202,4,2407.29,0.00,9629.16
91448,5524,188,4,1254.94,0.00,5019.76
91449,8364,253,3,566.24,0.05,1613.78
91450,11666,126,3,288.49,0.25,649.10
91451,9805,184,4,1591.66,0.00,6366.64
91452,7025,215,5,813.88,0.00,4069.40
91453,12886,192,3,1996.58,0.05,5690.25
91454,7397,119,5,1998.83,0.10,8994.74
91455,7449,179,4,864.43,0.00,3457.72
91456,7752,232,5,1813.56,0.05,8614.41
91457,9004,201,2,956.06,0.10,1720.91
91458,5872,126,4,288.49,0.00,1153.96
91459,5475,221,4,1712.69,0.00,6850.76
91460,8005,240,4,1506.75,0.20,4821.60
91461,7968,167,1,50.29,0.20,40.23
91462,6617,107,1,1171.67,0.00,1171.67
91463,11395,195,4,1062.47,0.10,3824.89
91464,8862,122,3,522.39,0.00,1567.17
91465,12015,217,1,1763.03,0.10,1586.73
91466,7604,137,1,301.05,0.00,301.05
91467,11089,179,2,864.43,0.15,1469.53
91468,5822,122,2,522.39,0.25,783.59
91469,12302,230,2,2005.24,0.10,3609.43
91470,11453,252,4,762.60,0.00,3050.40
91471,5481,140,5,1375.60,0.00,6878.00
91472,8615,284,5,2320.38,0.00,11601.90
91473,12291,215,5,813.88,0.15,3458.99
91474,9994,272,5,1363.23,0.15,5793.73
91475,10558,261,5,419.36,0.00,2096.80
91476,5965,258,2,2022.94,0.00,4045.88
91477,11841,300,4,757.78,0.20,2424.90
91478,12679,251,4,947.97,0.00,3791.88
91479,7144,159,5,1740.36,0.05,8266.71
91480,6221,226,5,181.96,0.20,727.84
91481,11439,205,3,637.79,0.20,1530.70
91482,7719,122,4,522.39,0.00,2089.56
91483,9360,267,1,1987.88,0.00,1987.88
91484,5106,206,1,239.11,0.15,203.24
91485,12241,161,3,1891.92,0.00,5675.76
91486,12835,288,5,475.03,0.00,2375.15
91487,5561,268,4,1080.58,0.20,3457.86
91488,10614,125,3,1053.19,0.00,3159.57
91489,5167,219,4,1538.12,0.25,4614.36
91490,5169,160,3,773.25,0.25,1739.81
91491,8240,109,5,2155.87,0.00,10779.35
91492,10508,149,4,1613.28,0.10,5807.81
91493,6243,205,3,637.79,0.20,1530.70
91494,10257,135,3,1777.26,0.00,5331.78
91495,8567,215,3,813.88,0.25,1831.23
91496,12721,143,1,988.01,0.05,938.61
91497,11093,290,5,1653.02,0.05,7851.85
91498,5111,276,3,1758.07,0.05,5010.50
91499,9631,120,4,357.32,0.10,1286.35
91500,5542,214,1,1178.45,0.25,883.84
91501,7962,252,5,762.60,0.00,3813.00
91502,5847,224,3,80.21,0.00,240.63
91503,7422,218,1,1133.43,0.10,1020.09
91504,7339,278,1,227.14,0.05,215.78
91505,7615,146,5,1722.59,0.25,6459.71
91506,6650,262,4,338.59,0.25,1015.77
91507,11273,278,1,227.14,0.00,227.14
91508,8148,113,1,2150.67,0.25,1613.00
91509,8606,199,1,1715.24,0.00,1715.24
91510,8396,257,1,1787.40,0.00,1787.40
91511,5301,120,3,357.32,0.10,964.76
91512,8284,259,5,2370.62,0.15,10075.13
91513,6879,255,1,1463.05,0.00,1463.05
91514,9584,252,2,762.60,0.10,1372.68
91515,6986,132,1,1664.91,0.00,1664.91
91516,6722,149,3,1613.28,0.15,4113.86
91517,5907,297,5,298.38,0.05,1417.31
91518,10909,263,4,2447.20,0.10,8809.92
91519,8551,134,2,574.61,0.00,1149.22
91520,5696,193,5,1884.74,0.00,9423.70
91521,12689,193,4,1884.74,0.00,7538.96
91522,10456,151,4,1737.89,0.25,5213.67
91523,7026,234,5,302.91,0.15,1287.37
91524,9432,214,5,1178.45,0.00,5892.25
91525,10064,116,4,1355.08,0.05,5149.30
91526,7139,198,5,2373.31,0.00,11866.55
91527,11646,234,1,302.91,0.25,227.18
91528,5851,294,2,2427.45,0.25,3641.17
91529,10576,156,1,2001.82,0.00,2001.82
91530,7685,184,5,1591.66,0.00,7958.30
91531,11546,113,5,2150.67,0.10,9678.02
91532,5767,155,3,2423.51,0.00,7270.53
91533,5777,288,1,475.03,0.00,475.03
91534,9406,278,5,227.14,0.00,1135.70
91535,7125,235,2,1296.63,0.00,2593.26
91536,5359,190,3,646.82,0.25,1455.35
91537,12482,266,3,1245.35,0.10,3362.44
91538,5765,164,2,1599.20,0.00,3198.40
91539,10359,140,3,1375.60,0.15,3507.78
91540,12470,176,2,1657.31,0.00,3314.62
91541,10802,279,3,2195.66,0.10,5928.28
91542,6425,156,5,2001.82,0.00,10009.10
91543,11694,116,4,1355.08,0.00,5420.32
91544,11870,107,3,1171.67,0.00,3515.01
91545,10989,241,5,1072.50,0.10,4826.25
91546,8321,289,1,499.25,0.00,499.25
91547,7000,261,4,419.36,0.00,1677.44
91548,9792,296,2,1459.44,0.20,2335.10
91549,11045,163,3,530.94,0.00,1592.82
91550,9203,112,4,1270.77,0.05,4828.93
91551,11633,196,1,1471.90,0.15,1251.12
91552,7961,156,3,2001.82,0.05,5705.19
91553,5585,209,4,1581.90,0.10,5694.84
91554,12288,189,3,885.16,0.00,2655.48
91555,5783,258,3,2022.94,0.20,4855.06
91556,7615,214,3,1178.45,0.15,3005.05
91557,9552,205,2,637.79,0.25,956.68
91558,9263,296,1,1459.44,0.00,1459.44
91559,5735,225,1,1270.62,0.15,1080.03
91560,8245,159,1,1740.36,0.00,1740.36
91561,9851,149,3,1613.28,0.00,4839.84
91562,12200,208,1,2078.25,0.00,2078.25
91563,8089,266,5,1245.35,0.00,6226.75
91564,5903,139,2,1994.29,0.20,3190.86
91565,8598,240,1,1506.75,0.15,1280.74
91566,8331,252,4,762.60,0.25,2287.80
91567,8829,174,2,306.10,0.05,581.59
91568,5303,236,5,442.97,0.15,1882.62
91569,10251,216,5,1385.99,0.00,6929.95
91570,8065,263,3,2447.20,0.25,5506.20
91571,11195,190,2,646.82,0.05,1228.96
91572,10671,103,2,1509.32,0.05,2867.71
91573,5864,278,3,227.14,0.00,681.42
91574,9663,146,2,1722.59,0.00,3445.18
91575,11174,102,1,1084.90,0.00,1084.90
91576,10034,130,2,19.96,0.10,35.93
91577,10161,161,3,1891.92,0.00,5675.76
91578,6140,191,5,1189.21,0.00,5946.05
91579,11170,122,2,522.39,0.00,1044.78
91580,5358,195,1,1062.47,0.00,1062.47
91581,10741,242,5,1720.12,0.00,8600.60
91582,12585,255,5,1463.05,0.15,6217.96
91583,11569,113,4,2150.67,0.20,6882.14
91584,7802,196,5,1471.90,0.05,6991.52
91585,12104,202,1,2407.29,0.10,2166.56
91586,7469,115,1,1500.95,0.00,1500.95
91587,12297,273,3,1052.32,0.00,3156.96
91588,5093,265,5,68.86,0.20,275.44
91589,11613,204,5,226.11,0.00,1130.55
91590,7148,123,4,1736.07,0.10,6249.85
91591,7061,226,1,181.96,0.25,136.47
91592,6138,254,3,2165.24,0.00,6495.72
91593,10413,176,5,1657.31,0.10,7457.89
91594,8269,256,5,1238.39,0.25,4643.96
91595,8100,159,5,1740.36,0.00,8701.80
91596,8237,108,1,1886.70,0.25,1415.03
91597,10677,246,3,630.04,0.00,1890.12
91598,5217,208,3,2078.25,0.25,4676.06
91599,6033,292,1,1397.80,0.15,1188.13
91600,11203,259,3,2370.62,0.00,7111.86
91601,7433,207,2,620.94,0.15,1055.60
91602,9308,129,4,268.41,0.25,805.23
91603,5215,262,3,338.59,0.05,964.98
91604,8176,171,3,1704.37,0.15,4346.14
91605,9546,220,3,246.34,0.00,739.02
91606,11891,261,4,419.36,0.05,1593.57
91607,6629,135,3,1777.26,0.05,5065.19
91608,5736,182,1,1551.91,0.15,1319.12
91609,7129,130,2,19.96,0.25,29.94
91610,6169,232,1,1813.56,0.20,1450.85
91611,6422,208,5,2078.25,0.15,8832.56
91612,10456,107,3,1171.67,0.20,2812.01
91613,10686,206,1,239.11,0.15,203.24
91614,6199,248,5,1863.86,0.05,8853.33
91615,11289,265,1,68.86,0.25,51.64
91616,8230,170,4,2070.85,0.15,7040.89
91617,8048,153,5,1793.31,0.00,8966.55
91618,6290,205,5,637.79,0.00,3188.95
91619,10225,298,5,108.90,0.25,408.38
91620,10856,201,1,956.06,0.25,717.04
91621,6813,206,5,239.11,0.00,1195.55
91622,5177,230,5,2005.24,0.00,10026.20
91623,10864,134,1,574.61,0.25,430.96
91624,12796,180,1,943.48,0.00,943.48
91625,11863,237,5,1134.74,0.05,5390.01
91626,5347,208,3,2078.25,0.00,6234.75
91627,10000,289,2,499.25,0.00,998.50
91628,8742,106,5,903.02,0.15,3837.84
91629,7596,243,5,2421.72,0.00,12108.60
91630,6510,235,3,1296.63,0.00,3889.89
91631,7913,105,5,838.62,0.20,3354.48
91632,9083,133,1,420.02,0.25,315.01
91633,5396,175,5,2362.73,0.20,9450.92
91634,12323,147,3,2470.00,0.20,5928.00
91635,5736,160,4,773.25,0.00,3093.00
91636,10608,277,4,176.58,0.00,706.32
91637,12001,256,4,1238.39,0.00,4953.56
91638,10375,214,2,1178.45,0.00,2356.90
91639,11902,229,3,1416.93,0.15,3613.17
91640,9830,299,4,514.01,0.25,1542.03
91641,11115,222,3,1487.60,0.10,4016.52
91642,6351,101,5,907.15,0.15,3855.39
91643,5707,293,2,1199.87,0.20,1919.79
91644,8598,254,5,2165.24,0.00,10826.20
91645,8092,138,4,1832.29,0.00,7329.16
91646,9172,187,4,2442.76,0.20,7816.83
91647,8856,141,5,993.39,0.20,3973.56
91648,11713,138,5,1832.29,0.00,9161.45
91649,9108,179,1,864.43,0.25,648.32
91650,7156,287,4,224.99,0.00,899.96
91651,9188,144,5,1446.74,0.25,5425.27
91652,7681,275,5,1096.31,0.00,5481.55
91653,12275,246,5,630.04,0.20,2520.16
91654,5998,213,2,1512.95,0.10,2723.31
91655,12605,256,3,1238.39,0.10,3343.65
91656,5569,132,3,1664.91,0.25,3746.05
91657,8312,222,4,1487.60,0.00,5950.40
91658,11868,246,4,630.04,0.25,1890.12
91659,7947,145,5,1877.04,0.00,9385.20
91660,7722,225,4,1270.62,0.15,4320.11
91661,8530,187,1,2442.76,0.10,2198.48
91662,5534,193,5,1884.74,0.05,8952.51
91663,9872,169,2,525.57,0.00,1051.14
91664,6297,253,3,566.24,0.05,1613.78
91665,5868,127,5,1258.40,0.05,5977.40
91666,5383,266,3,1245.35,0.05,3549.25
91667,11276,184,5,1591.66,0.20,6366.64
91668,11658,195,3,1062.47,0.05,3028.04
91669,8484,160,5,773.25,0.00,3866.25
91670,9038,228,1,694.03,0.00,694.03
91671,12741,173,2,1136.92,0.15,1932.76
91672,10112,122,5,522.39,0.20,2089.56
91673,8098,220,3,246.34,0.20,591.22
91674,11823,272,4,1363.23,0.00,5452.92
91675,12099,299,4,514.01,0.15,1747.63
91676,12009,288,2,475.03,0.10,855.05
91677,10731,273,1,1052.32,0.25,789.24
91678,5886,190,5,646.82,0.20,2587.28
91679,7242,164,5,1599.20,0.05,7596.20
91680,11713,221,3,1712.69,0.15,4367.36
91681,7506,111,1,116.37,0.10,104.73
91682,10180,117,5,2081.70,0.15,8847.23
91683,5298,115,1,1500.95,0.20,1200.76
91684,12729,150,1,397.61,0.25,298.21
91685,6954,300,5,757.78,0.10,3410.01
91686,11881,294,4,2427.45,0.05,9224.31
91687,5677,171,5,1704.37,0.20,6817.48
91688,9468,183,4,2299.69,0.15,7818.95
91689,7393,231,4,1343.75,0.05,5106.25
91690,9954,108,3,1886.70,0.20,4528.08
91691,5586,289,2,499.25,0.10,898.65
91692,8625,152,4,1885.74,0.00,7542.96
91693,6876,234,4,302.91,0.00,1211.64
91694,11272,269,2,1773.91,0.00,3547.82
91695,5919,123,3,1736.07,0.00,5208.21
91696,10174,230,2,2005.24,0.20,3208.38
91697,11374,115,4,1500.95,0.00,6003.80
91698,12610,200,5,2486.65,0.00,12433.25
91699,10073,283,1,615.57,0.25,461.68
91700,11832,213,4,1512.95,0.10,5446.62
91701,5166,265,4,68.86,0.25,206.58
91702,11533,299,3,514.01,0.25,1156.52
91703,7820,177,2,36.22,0.00,72.44
91704,12225,109,1,2155.87,0.00,2155.87
91705,9329,103,1,1509.32,0.00,1509.32
91706,12698,268,2,1080.58,0.20,1728.93
91707,5510,102,4,1084.90,0.00,4339.60
91708,11483,131,1,2336.91,0.00,2336.91
91709,12233,199,5,1715.24,0.25,6432.15
91710,9772,102,5,1084.90,0.00,5424.50
91711,7015,114,3,1566.37,0.00,4699.11
91712,6831,139,4,1994.29,0.20,6381.73
91713,8285,281,3,1191.76,0.15,3038.99
91714,10200,180,3,943.48,0.00,2830.44
91715,10763,261,3,419.36,0.00,1258.08
91716,11589,223,5,1691.32,0.10,7610.94
91717,6031,138,3,1832.29,0.00,5496.87
91718,12855,104,2,2213.07,0.00,4426.14
91719,11417,159,5,1740.36,0.15,7396.53
91720,11724,134,1,574.61,0.25,430.96
91721,7816,206,3,239.11,0.05,681.46
91722,7993,246,2,630.04,0.00,1260.08
91723,10642,208,1,2078.25,0.05,1974.34
91724,11423,221,1,1712.69,0.00,1712.69
91725,7508,188,4,1254.94,0.25,3764.82
91726,12497,180,1,943.48,0.20,754.78
91727,7346,209,2,1581.90,0.00,3163.80
91728,10565,280,3,1665.08,0.10,4495.72
91729,8931,268,5,1080.58,0.10,4862.61
91730,10248,266,1,1245.35,0.20,996.28
91731,8452,293,5,1199.87,0.05,5699.38
91732,10542,287,1,224.99,0.25,168.74
91733,10505,183,4,2299.69,0.00,9198.76
91734,12200,263,4,2447.20,0.00,9788.80
91735,12711,297,3,298.38,0.00,895.14
91736,12522,194,3,1926.75,0.00,5780.25
91737,12166,123,3,1736.07,0.15,4426.98
91738,7310,217,1,1763.03,0.00,1763.03
91739,8975,273,1,1052.32,0.00,1052.32
91740,7737,149,2,1613.28,0.25,2419.92
91741,10217,250,1,449.73,0.00,449.73
91742,10730,144,5,1446.74,0.20,5786.96
91743,11242,120,2,357.32,0.00,714.64
91744,10004,234,5,302.91,0.05,1438.82
91745,5294,187,3,2442.76,0.25,5496.21
91746,5797,124,4,213.45,0.00,853.80
91747,11739,210,1,243.98,0.15,207.38
91748,7847,247,3,974.32,0.00,2922.96
91749,11160,278,2,227.14,0.15,386.14
91750,8685,136,3,843.83,0.05,2404.92
91751,6273,104,5,2213.07,0.10,9958.82
91752,10109,108,4,1886.70,0.15,6414.78
91753,10337,250,5,449.73,0.15,1911.35
91754,5030,269,3,1773.91,0.10,4789.56
91755,9586,241,1,1072.50,0.15,911.62
91756,11699,256,2,1238.39,0.00,2476.78
91757,12024,130,3,19.96,0.10,53.89
91758,5095,249,4,1638.11,0.05,6224.82
91759,8917,230,2,2005.24,0.25,3007.86
91760,9439,136,3,843.83,0.00,2531.49
91761,9594,229,2,1416.93,0.05,2692.17
91762,6998,262,5,338.59,0.15,1439.01
91763,5278,178,5,1497.89,0.00,7489.45
91764,9894,146,4,1722.59,0.05,6545.84
91765,9852,240,4,1506.75,0.10,5424.30
91766,7114,157,3,1243.00,0.10,3356.10
91767,5100,252,5,762.60,0.25,2859.75
91768,7379,215,3,813.88,0.15,2075.39
91769,6277,193,2,1884.74,0.00,3769.48
91770,9632,162,3,764.05,0.00,2292.15
91771,11347,131,4,2336.91,0.00,9347.64
91772,12399,229,5,1416.93,0.15,6021.95
91773,9311,225,3,1270.62,0.05,3621.27
91774,9333,137,4,301.05,0.25,903.15
91775,8612,139,5,1994.29,0.00,9971.45
91776,8084,191,5,1189.21,0.25,4459.54
91777,9712,235,1,1296.63,0.25,972.47
91778,11861,242,1,1720.12,0.00,1720.12
91779,5893,192,1,1996.58,0.05,1896.75
91780,9762,179,4,864.43,0.00,3457.72
91781,10137,260,2,298.97,0.05,568.04
91782,7172,229,4,1416.93,0.05,5384.33
91783,6391,192,5,1996.58,0.25,7487.17
91784,10356,158,4,2290.44,0.05,8703.67
91785,11138,197,2,2202.77,0.15,3744.71
91786,12325,282,5,1272.66,0.10,5726.97
91787,5867,266,5,1245.35,0.00,6226.75
91788,8990,264,3,1516.92,0.15,3868.15
91789,6831,193,5,1884.74,0.25,7067.78
91790,8007,237,4,1134.74,0.00,4538.96
91791,7565,113,4,2150.67,0.10,7742.41
91792,6459,125,1,1053.19,0.15,895.21
91793,12960,176,4,1657.31,0.00,6629.24
91794,11633,235,4,1296.63,0.00,5186.52
91795,11216,105,1,838.62,0.00,838.62
91796,7011,151,1,1737.89,0.00,1737.89
91797,7659,188,2,1254.94,0.25,1882.41
91798,9342,126,4,288.49,0.00,1153.96
91799,7289,201,2,956.06,0.00,1912.12
