sesion_id,cliente_id,fecha_sesion,fuente_trafico,dispositivo,paginas_vistas,tiempo_sesion_seg,agrego_al_carrito,realizo_compra,pagina_salida
200751,1026,2024-02-06,"Meta Ads",Tablet,20,759,1,0,Producto
200752,1074,2022-09-28,Orgánico,Tablet,3,1548,0,0,Inicio
200753,2322,2023-09-30,"Meta Ads",Tablet,2,185,0,0,Carrito
200754,1863,2024-06-20,"Meta Ads",Desktop,2,1003,1,0,Carrito
200755,2641,2023-05-21,Directo,Móvil,8,1033,0,0,Checkout
200756,2899,2022-11-19,Directo,Tablet,17,967,0,0,Confirmación
200757,NULL,2023-05-15,"TikTok Ads",Móvil,3,1269,0,0,Búsqueda
200758,2852,2022-12-13,Directo,Desktop,3,1747,0,0,Checkout
200759,1339,2023-01-23,"Google Ads",Móvil,9,727,0,0,Carrito
200760,2317,2023-02-02,Correo,Móvil,13,1227,0,0,Producto
200761,2789,2023-09-03,Orgánico,Móvil,19,947,0,0,Carrito
200762,2813,2022-07-22,"TikTok Ads",Móvil,14,1392,0,0,Búsqueda
200763,1389,2023-09-25,"TikTok Ads",Tablet,16,681,1,0,Checkout
200764,NULL,2023-11-06,Orgánico,Móvil,5,126,1,0,Inicio
200765,1873,2023-09-26,"TikTok Ads",Móvil,2,756,1,0,Confirmación
200766,1118,2022-09-20,"Google Ads",Móvil,5,1541,0,0,Checkout
200767,2122,2022-12-04,Correo,Móvil,1,979,1,0,Producto
200768,1512,2023-05-23,Directo,Móvil,6,435,1,0,Confirmación
200769,2218,2022-09-12,Orgánico,Móvil,5,229,0,0,Confirmación
200770,2993,2022-02-21,Orgánico,Tablet,13,1565,0,0,Carrito
200771,2951,2022-05-19,"TikTok Ads",Desktop,19,1408,0,0,Búsqueda
200772,2124,2023-12-29,Correo,Tablet,4,1540,1,0,Confirmación
200773,2843,2024-06-22,"Meta Ads",Móvil,2,959,0,0,Checkout
200774,1025,2024-07-17,Orgánico,Desktop,3,325,0,0,Inicio
200775,1386,2023-08-17,Correo,Tablet,2,908,0,0,Producto
200776,2647,2023-12-25,Directo,Desktop,11,1135,0,0,Producto
200777,1206,2023-02-12,"Google Ads",Desktop,5,1305,0,0,Inicio
200778,NULL,2024-04-10,Orgánico,Desktop,18,1182,0,0,Carrito
200779,1083,2022-05-15,"TikTok Ads",Desktop,11,1642,1,0,Producto
200780,NULL,2024-10-05,Orgánico,Desktop,17,548,0,0,Checkout
200781,2209,2024-09-09,Directo,Móvil,20,1299,1,0,Producto
200782,1594,2023-11-22,"Google Ads",Móvil,20,509,0,0,Confirmación
200783,NULL,2023-03-24,"Google Ads",Desktop,4,1754,0,0,Checkout
200784,1508,2024-05-27,Correo,Desktop,8,894,0,0,Inicio
200785,1623,2022-04-20,"TikTok Ads",Tablet,5,1558,1,0,Carrito
200786,1018,2023-05-18,"Meta Ads",Tablet,8,1534,0,0,Producto
200787,2811,2024-03-03,"Google Ads",Tablet,5,1583,1,0,Carrito
200788,2268,2023-12-23,"TikTok Ads",Móvil,8,705,0,0,Búsqueda
200789,2890,2024-01-29,Orgánico,Desktop,11,415,1,0,Confirmación
200790,NULL,2023-10-18,Correo,Desktop,20,916,1,0,Producto
200791,NULL,2022-11-08,"Google Ads",Móvil,7,1276,0,0,Carrito
200792,2105,2024-06-18,"Meta Ads",Móvil,12,1323,0,0,Carrito
200793,1629,2023-06-27,"Meta Ads",Desktop,12,931,1,0,Búsqueda
200794,1232,2024-01-17,Directo,Tablet,6,1724,0,0,Carrito
200795,2604,2024-10-07,"Meta Ads",Tablet,14,1079,0,0,Inicio
200796,1044,2022-04-15,"Google Ads",Desktop,12,1453,0,0,Carrito
200797,2687,2022-03-28,Orgánico,Móvil,12,720,0,0,Inicio
200798,NULL,2023-04-29,Orgánico,Móvil,5,1579,1,0,Inicio
200799,2710,2024-05-31,"Meta Ads",Tablet,20,11,0,0,Carrito
200800,1848,2024-08-18,"Meta Ads",Móvil,12,1689,0,0,Búsqueda
200801,2056,2024-07-14,"Google Ads",Desktop,2,1348,0,0,Checkout
200802,2496,2023-05-05,"TikTok Ads",Tablet,19,955,0,0,Búsqueda
200803,1619,2023-06-04,Directo,Desktop,16,1045,0,0,Inicio
200804,2945,2022-12-14,"TikTok Ads",Móvil,19,1673,1,0,Checkout
200805,1795,2024-06-06,"Google Ads",Móvil,14,1603,0,0,Producto
200806,2134,2022-11-27,"TikTok Ads",Tablet,6,844,0,0,Inicio
200807,1469,2022-11-28,Correo,Desktop,20,1153,0,0,Checkout
200808,NULL,2023-05-14,Correo,Desktop,20,1357,0,0,Confirmación
200809,2722,2023-05-30,"Meta Ads",Móvil,12,1297,1,0,Confirmación
200810,2902,2023-01-26,"Meta Ads",Móvil,2,198,0,0,Producto
200811,NULL,2023-11-07,Correo,Móvil,8,950,1,0,Confirmación
200812,1678,2022-03-18,"Meta Ads",Tablet,8,1134,0,0,Producto
200813,2576,2023-10-17,"Google Ads",Tablet,9,1327,0,0,Checkout
200814,2641,2024-10-29,"TikTok Ads",Móvil,18,380,1,0,Checkout
200815,NULL,2022-03-03,"TikTok Ads",Tablet,14,799,0,0,Confirmación
200816,1461,2022-11-29,Orgánico,Tablet,5,1339,0,0,Carrito
200817,NULL,2024-12-28,"Meta Ads",Móvil,2,478,0,0,Búsqueda
200818,1727,2023-05-11,"Google Ads",Desktop,19,820,1,0,Búsqueda
200819,2777,2023-03-22,Directo,Desktop,13,31,1,0,Producto
200820,2908,2024-03-09,Correo,Desktop,8,1579,0,0,Confirmación
200821,1605,2024-09-30,"TikTok Ads",Tablet,10,672,0,0,Carrito
200822,1632,2023-01-04,"Meta Ads",Desktop,11,1190,0,0,Búsqueda
200823,NULL,2022-06-13,"Meta Ads",Tablet,19,1736,0,0,Producto
200824,2416,2024-02-18,Correo,Móvil,18,161,0,0,Producto
200825,2154,2024-03-16,"TikTok Ads",Móvil,3,1708,1,0,Producto
200826,2752,2023-03-08,Directo,Tablet,15,645,0,0,Inicio
200827,2275,2023-02-19,"Google Ads",Móvil,2,796,1,0,Inicio
200828,1809,2022-02-26,"Meta Ads",Móvil,16,1008,0,0,Inicio
200829,2271,2024-12-31,Directo,Desktop,4,1466,0,0,Inicio
200830,2982,2024-06-11,Correo,Desktop,15,1278,1,1,Confirmación
200831,NULL,2023-11-28,"Google Ads",Móvil,18,729,0,0,Inicio
200832,NULL,2024-04-01,Orgánico,Móvil,14,726,1,0,Producto
200833,NULL,2024-11-30,Orgánico,Desktop,4,1605,1,0,Checkout
200834,NULL,2022-05-29,"Meta Ads",Desktop,6,717,0,0,Checkout
200835,1401,2023-12-14,"TikTok Ads",Tablet,18,149,0,0,Producto
200836,2898,2024-02-10,"Google Ads",Móvil,15,1421,0,0,Carrito
200837,2603,2023-03-27,"Google Ads",Tablet,12,1553,0,0,Confirmación
200838,2404,2023-07-28,Directo,Móvil,20,594,0,0,Confirmación
200839,1736,2023-06-25,"TikTok Ads",Tablet,11,761,0,0,Checkout
200840,NULL,2024-08-11,Orgánico,Tablet,15,535,0,0,Búsqueda
200841,2190,2022-04-30,"TikTok Ads",Tablet,3,161,0,0,Inicio
200842,2310,2022-10-15,"Google Ads",Desktop,6,1187,0,0,Confirmación
200843,NULL,2024-11-25,"TikTok Ads",Móvil,3,387,0,0,Checkout
200844,1424,2023-08-29,"TikTok Ads",Móvil,15,1419,0,0,Carrito
200845,1246,2022-12-10,"TikTok Ads",Tablet,8,1655,1,0,Confirmación
200846,1508,2024-07-06,"TikTok Ads",Móvil,10,1400,0,0,Producto
200847,1795,2023-09-29,Correo,Desktop,16,1346,0,0,Búsqueda
200848,1364,2023-02-15,"Google Ads",Móvil,20,1290,0,0,Carrito
200849,NULL,2024-08-24,"TikTok Ads",Tablet,19,438,1,0,Inicio
200850,2209,2022-10-15,"Google Ads",Móvil,15,500,0,0,Confirmación
200851,1388,2022-06-10,Correo,Tablet,12,1649,0,0,Producto
200852,1299,2024-01-21,Directo,Desktop,2,1306,0,0,Confirmación
200853,1573,2022-06-14,"Meta Ads",Desktop,8,904,1,0,Carrito
200854,1958,2023-08-01,"TikTok Ads",Tablet,19,1372,0,0,Carrito
200855,1238,2024-03-07,Directo,Móvil,2,1364,0,0,Checkout
200856,1439,2024-05-19,"Meta Ads",Móvil,12,1087,0,0,Carrito
200857,NULL,2022-01-05,"TikTok Ads",Móvil,7,1091,0,0,Inicio
200858,NULL,2023-10-03,"Google Ads",Tablet,6,600,0,0,Inicio
200859,1714,2023-05-15,"TikTok Ads",Desktop,6,1655,0,0,Búsqueda
200860,NULL,2023-12-17,"Google Ads",Móvil,4,1018,0,0,Confirmación
200861,NULL,2022-08-09,"Meta Ads",Móvil,13,1308,0,0,Inicio
200862,2542,2022-07-25,Correo,Desktop,4,1603,1,0,Inicio
200863,1237,2023-06-26,"TikTok Ads",Desktop,20,1231,0,0,Confirmación
200864,2267,2024-01-22,Orgánico,Desktop,10,185,1,0,Búsqueda
200865,1448,2023-01-13,Orgánico,Desktop,13,593,0,0,Producto
200866,1542,2023-11-13,Orgánico,Tablet,3,942,0,0,Confirmación
200867,1417,2024-10-19,Correo,Móvil,5,1083,0,0,Confirmación
200868,NULL,2022-03-05,"Google Ads",Tablet,14,694,0,0,Carrito
200869,1133,2023-12-26,Orgánico,Desktop,1,270,0,0,Inicio
200870,1263,2023-12-18,"TikTok Ads",Tablet,11,449,1,0,Checkout
200871,1586,2023-11-08,Correo,Tablet,15,1408,0,0,Búsqueda
200872,NULL,2024-06-30,Correo,Desktop,8,445,0,0,Búsqueda
200873,1190,2023-09-29,Orgánico,Tablet,2,1681,1,0,Inicio
200874,1286,2022-08-19,"Meta Ads",Desktop,19,1637,1,0,Confirmación
200875,1800,2024-04-30,"Meta Ads",Móvil,4,797,1,0,Inicio
200876,2172,2024-10-14,"TikTok Ads",Móvil,20,681,0,0,Confirmación
200877,2803,2023-10-03,Correo,Desktop,16,1502,0,0,Confirmación
200878,1168,2023-09-18,Correo,Desktop,5,525,1,1,Confirmación
200879,2123,2022-03-09,"Google Ads",Móvil,2,1308,1,1,Confirmación
200880,2639,2023-09-04,"TikTok Ads",Tablet,8,542,1,0,Carrito
200881,NULL,2024-11-15,"Meta Ads",Tablet,6,1252,1,0,Confirmación
200882,2926,2024-09-21,"TikTok Ads",Desktop,16,1556,1,0,Producto
200883,1555,2023-01-13,Directo,Móvil,8,77,0,0,Búsqueda
200884,1609,2022-09-26,"Meta Ads",Desktop,7,512,1,0,Búsqueda
200885,1106,2024-09-06,"Meta Ads",Móvil,15,1656,0,0,Inicio
200886,NULL,2023-10-19,"Google Ads",Desktop,5,707,0,0,Confirmación
200887,2458,2022-01-12,Orgánico,Móvil,19,760,0,0,Checkout
200888,2427,2022-06-22,"Meta Ads",Tablet,7,1759,0,0,Checkout
200889,1997,2022-12-02,Directo,Móvil,16,84,1,0,Carrito
200890,1437,2024-10-22,"Google Ads",Tablet,11,1448,0,0,Producto
200891,2209,2024-09-18,Correo,Desktop,18,1498,1,0,Confirmación
200892,1006,2023-05-19,"Meta Ads",Desktop,4,634,1,0,Confirmación
200893,1200,2023-03-15,"Google Ads",Desktop,18,1800,0,0,Carrito
200894,1327,2024-11-15,Correo,Tablet,14,663,0,0,Carrito
200895,1560,2022-12-09,"Meta Ads",Móvil,17,1640,0,0,Producto
200896,NULL,2024-06-29,"TikTok Ads",Móvil,5,363,0,0,Confirmación
200897,NULL,2024-07-04,"TikTok Ads",Tablet,16,1136,0,0,Carrito
200898,2509,2022-05-05,Directo,Desktop,10,578,1,0,Búsqueda
200899,1425,2022-02-26,Correo,Desktop,19,1654,1,0,Carrito
200900,1674,2022-01-18,Directo,Móvil,17,1381,1,0,Checkout
200901,NULL,2022-09-16,"TikTok Ads",Móvil,9,580,0,0,Confirmación
200902,2738,2022-06-30,Orgánico,Tablet,1,1467,0,0,Búsqueda
200903,2151,2023-01-14,Correo,Tablet,11,921,1,0,Carrito
200904,NULL,2023-07-18,Correo,Tablet,18,1228,0,0,Checkout
200905,2077,2022-09-16,"Meta Ads",Tablet,6,759,1,0,Carrito
200906,1276,2024-08-19,Correo,Desktop,2,221,1,1,Confirmación
200907,2193,2022-07-01,Orgánico,Tablet,2,633,0,0,Checkout
200908,2436,2023-11-22,Directo,Móvil,8,1288,0,0,Confirmación
200909,2806,2024-02-15,"TikTok Ads",Desktop,16,1348,0,0,Carrito
200910,NULL,2023-06-21,"TikTok Ads",Móvil,20,351,1,0,Checkout
200911,NULL,2022-12-28,"Meta Ads",Móvil,8,1541,0,0,Producto
200912,1078,2023-09-12,Directo,Tablet,9,1516,0,0,Checkout
200913,2871,2022-04-08,Orgánico,Tablet,2,735,0,0,Checkout
200914,1460,2023-05-16,"Google Ads",Tablet,2,161,0,0,Inicio
200915,2383,2023-04-28,Directo,Móvil,18,93,0,0,Búsqueda
200916,2109,2022-09-25,Orgánico,Desktop,18,199,1,0,Búsqueda
200917,1853,2023-02-13,"Meta Ads",Desktop,16,1286,1,0,Confirmación
200918,1325,2023-09-30,"Google Ads",Tablet,3,1381,1,0,Checkout
200919,1404,2023-03-15,Correo,Desktop,2,1598,0,0,Carrito
200920,1966,2023-04-20,Orgánico,Desktop,18,105,0,0,Checkout
200921,1934,2022-12-25,"TikTok Ads",Tablet,12,1349,1,0,Confirmación
200922,2650,2024-07-26,Directo,Móvil,5,204,0,0,Carrito
200923,1872,2023-08-13,Orgánico,Móvil,2,1749,0,0,Búsqueda
200924,NULL,2023-09-26,Orgánico,Desktop,12,80,0,0,Confirmación
200925,1057,2024-11-29,Orgánico,Desktop,13,110,1,0,Inicio
200926,2119,2024-11-01,Orgánico,Móvil,20,918,1,0,Confirmación
200927,1269,2022-10-29,Directo,Tablet,16,932,1,0,Checkout
200928,2026,2022-08-30,Orgánico,Desktop,2,1050,1,1,Confirmación
200929,1997,2022-06-01,Correo,Móvil,6,549,0,0,Inicio
200930,1633,2023-01-20,Directo,Móvil,10,1431,1,0,Búsqueda
200931,1559,2023-01-04,Correo,Tablet,19,501,0,0,Producto
200932,2878,2022-07-18,"TikTok Ads",Móvil,9,703,1,0,Confirmación
200933,2020,2022-09-26,"Google Ads",Tablet,8,1346,0,0,Inicio
200934,2056,2023-05-24,"TikTok Ads",Móvil,3,56,0,0,Inicio
200935,2719,2023-08-27,"Google Ads",Desktop,19,326,0,0,Producto
200936,NULL,2024-03-29,Directo,Desktop,15,732,0,0,Producto
200937,2114,2024-05-06,Correo,Tablet,20,1485,0,0,Confirmación
200938,2431,2022-06-23,"Meta Ads",Desktop,3,217,1,0,Inicio
200939,2086,2024-01-15,"Meta Ads",Móvil,12,1134,0,0,Producto
200940,1557,2024-01-30,Correo,Móvil,1,408,0,0,Producto
200941,1525,2022-03-29,"TikTok Ads",Móvil,13,1630,1,0,Carrito
200942,2170,2022-02-06,"TikTok Ads",Tablet,6,496,0,0,Carrito
200943,NULL,2022-03-14,"TikTok Ads",Móvil,12,330,0,0,Inicio
200944,2838,2024-08-09,Correo,Móvil,19,1003,0,0,Checkout
200945,1683,2022-01-13,Orgánico,Desktop,18,1505,0,0,Inicio
200946,2607,2022-05-08,"TikTok Ads",Móvil,1,1073,1,0,Búsqueda
200947,2192,2022-02-21,Orgánico,Tablet,16,300,0,0,Producto
200948,1781,2024-05-06,Correo,Desktop,6,478,1,0,Checkout
200949,1957,2023-06-04,Correo,Desktop,19,41,1,0,Búsqueda
200950,1721,2022-06-03,Orgánico,Desktop,18,295,0,0,Confirmación
200951,2489,2023-04-30,"TikTok Ads",Tablet,13,1689,1,0,Búsqueda
200952,2485,2022-08-09,Correo,Desktop,8,1557,0,0,Carrito
200953,2236,2022-04-07,"TikTok Ads",Desktop,3,1225,0,0,Inicio
200954,2586,2023-03-22,Correo,Tablet,16,1770,0,0,Carrito
200955,NULL,2024-12-25,Correo,Móvil,16,217,1,1,Confirmación
200956,1261,2022-02-04,Orgánico,Desktop,15,356,1,0,Búsqueda
200957,2415,2024-08-04,Directo,Desktop,6,393,0,0,Confirmación
200958,2365,2024-01-25,"TikTok Ads",Tablet,8,1247,0,0,Carrito
200959,1584,2022-07-07,Directo,Móvil,7,489,0,0,Confirmación
200960,1809,2024-12-24,Correo,Móvil,9,1694,0,0,Checkout
200961,2394,2022-08-28,Orgánico,Móvil,10,1088,1,0,Confirmación
200962,2565,2022-09-05,Orgánico,Desktop,11,1431,1,0,Carrito
200963,2137,2023-08-04,"Google Ads",Móvil,12,679,0,0,Carrito
200964,2836,2024-05-18,Correo,Desktop,12,1180,1,0,Confirmación
200965,1949,2022-04-14,"Meta Ads",Desktop,12,816,0,0,Inicio
200966,1860,2023-05-14,Orgánico,Tablet,16,186,1,0,Confirmación
200967,2681,2023-10-23,"Google Ads",Tablet,1,1004,1,0,Producto
200968,1854,2024-11-02,"TikTok Ads",Móvil,2,49,0,0,Checkout
200969,1887,2024-04-16,Orgánico,Tablet,16,1289,1,0,Producto
200970,1308,2023-09-13,Correo,Desktop,20,1416,0,0,Búsqueda
200971,1097,2022-01-09,"Google Ads",Desktop,12,1123,0,0,Carrito
200972,NULL,2022-02-01,Correo,Desktop,20,1173,1,0,Inicio
200973,2998,2024-01-03,Correo,Tablet,17,339,0,0,Checkout
200974,NULL,2023-03-26,Orgánico,Tablet,3,857,0,0,Carrito
200975,2112,2022-10-26,Directo,Móvil,17,363,0,0,Confirmación
200976,2027,2024-01-14,Directo,Tablet,8,1595,1,1,Confirmación
200977,2570,2024-07-21,"Meta Ads",Tablet,8,659,0,0,Producto
200978,2480,2023-04-29,"Google Ads",Móvil,1,930,1,0,Inicio
200979,2245,2022-06-21,"Google Ads",Móvil,8,528,0,0,Inicio
200980,NULL,2023-05-29,Directo,Tablet,9,904,0,0,Búsqueda
200981,1411,2024-10-27,"Meta Ads",Desktop,11,344,0,0,Producto
200982,2935,2024-06-03,Directo,Móvil,2,695,0,0,Producto
200983,2447,2023-02-13,"TikTok Ads",Desktop,20,1399,0,0,Carrito
200984,2182,2023-04-14,"Google Ads",Desktop,14,1093,1,0,Checkout
200985,2059,2022-01-29,Directo,Móvil,10,778,0,0,Inicio
200986,NULL,2022-05-13,Correo,Tablet,15,1130,0,0,Confirmación
200987,1958,2023-03-08,Correo,Desktop,10,1706,1,0,Confirmación
200988,1224,2023-01-18,"Meta Ads",Desktop,2,836,1,0,Checkout
200989,1755,2024-07-16,"Meta Ads",Tablet,9,629,0,0,Búsqueda
200990,1340,2022-07-12,"Meta Ads",Tablet,13,996,0,0,Carrito
200991,2290,2023-05-26,Correo,Desktop,13,1705,1,0,Inicio
200992,2215,2024-05-16,Directo,Móvil,19,111,0,0,Inicio
200993,2652,2022-01-22,Correo,Tablet,18,1056,0,0,Carrito
200994,NULL,2023-01-24,Correo,Desktop,7,700,1,1,Confirmación
200995,1283,2023-06-05,Correo,Desktop,15,1161,0,0,Confirmación
200996,2189,2024-08-01,Correo,Desktop,4,1154,0,0,Producto
200997,1554,2023-03-07,Directo,Desktop,17,958,1,0,Carrito
200998,1196,2022-03-01,"TikTok Ads",Tablet,5,1261,1,0,Confirmación
200999,NULL,2022-01-04,Directo,Tablet,9,719,0,0,Inicio
201000,1507,2024-01-07,"Meta Ads",Tablet,16,1421,0,0,Checkout
201001,2944,2023-09-26,Orgánico,Móvil,12,1628,0,0,Confirmación
201002,2397,2024-10-05,"TikTok Ads",Tablet,8,1513,1,0,Confirmación
201003,2745,2023-07-30,"TikTok Ads",Desktop,9,416,0,0,Confirmación
201004,1730,2022-12-16,Orgánico,Móvil,16,58,0,0,Producto
201005,2689,2022-12-28,Directo,Tablet,4,1485,0,0,Confirmación
201006,2354,2024-07-30,"Meta Ads",Desktop,4,162,1,0,Carrito
201007,2226,2022-06-03,Orgánico,Tablet,19,679,0,0,Carrito
201008,1025,2024-11-02,Orgánico,Móvil,15,75,0,0,Confirmación
201009,2847,2022-09-20,Directo,Desktop,8,1574,1,0,Confirmación
201010,1597,2024-07-19,Orgánico,Tablet,8,1049,0,0,Carrito
201011,NULL,2024-03-24,Correo,Tablet,5,1002,0,0,Confirmación
201012,2997,2024-03-20,"Google Ads",Móvil,18,163,1,0,Checkout
201013,1587,2022-09-23,"Meta Ads",Tablet,16,938,0,0,Carrito
201014,1874,2022-08-17,Orgánico,Tablet,14,1053,0,0,Confirmación
201015,1428,2023-10-25,"Google Ads",Desktop,5,578,0,0,Producto
201016,1549,2023-04-11,"TikTok Ads",Desktop,3,1107,0,0,Producto
201017,2187,2023-11-22,"Meta Ads",Tablet,8,634,1,0,Carrito
201018,1646,2022-03-26,"Google Ads",Desktop,3,424,0,0,Checkout
201019,1233,2022-12-17,Correo,Desktop,12,1367,1,1,Confirmación
201020,2712,2024-07-14,Orgánico,Tablet,4,127,0,0,Búsqueda
201021,1944,2023-08-12,Correo,Desktop,20,667,0,0,Confirmación
201022,1317,2023-12-13,"Meta Ads",Desktop,2,271,0,0,Inicio
201023,NULL,2024-05-12,"Meta Ads",Móvil,2,789,1,0,Carrito
201024,2290,2023-06-07,Correo,Móvil,1,437,0,0,Producto
201025,2211,2022-01-21,"Google Ads",Desktop,13,891,0,0,Inicio
201026,1909,2024-04-15,Orgánico,Tablet,16,1681,0,0,Checkout
201027,2643,2022-11-10,Orgánico,Móvil,1,769,0,0,Inicio
201028,2947,2023-08-09,"TikTok Ads",Tablet,5,1209,0,0,Producto
201029,1728,2022-06-06,"Meta Ads",Móvil,1,1489,1,0,Carrito
201030,1999,2023-03-06,"Meta Ads",Tablet,14,266,0,0,Confirmación
201031,NULL,2022-03-25,"TikTok Ads",Tablet,14,782,0,0,Carrito
201032,NULL,2022-04-13,Directo,Desktop,15,865,0,0,Producto
201033,1041,2023-07-10,"TikTok Ads",Tablet,19,616,0,0,Producto
201034,2822,2024-10-09,Correo,Desktop,15,1414,1,0,Confirmación
201035,1022,2024-04-28,"Google Ads",Móvil,4,843,0,0,Búsqueda
201036,1505,2022-11-22,Correo,Desktop,19,1281,0,0,Inicio
201037,2281,2023-09-19,Directo,Tablet,19,926,0,0,Carrito
201038,1883,2023-12-17,"Meta Ads",Desktop,5,1375,1,0,Confirmación
201039,1660,2024-02-12,"Meta Ads",Tablet,10,1763,1,1,Confirmación
201040,1770,2023-12-19,Directo,Desktop,14,939,1,0,Confirmación
201041,1608,2024-04-11,Orgánico,Desktop,15,899,0,0,Checkout
201042,2419,2024-12-13,"Google Ads",Desktop,3,1688,0,0,Carrito
201043,1436,2022-11-17,Orgánico,Tablet,8,1704,0,0,Búsqueda
201044,1729,2022-03-21,"Google Ads",Tablet,11,595,0,0,Confirmación
201045,1459,2023-08-17,"Google Ads",Desktop,10,886,1,0,Búsqueda
201046,2927,2023-01-30,"Google Ads",Móvil,12,88,1,0,Checkout
201047,2301,2024-04-30,"Google Ads",Tablet,9,170,1,0,Búsqueda
201048,1966,2023-03-18,"Meta Ads",Tablet,6,1106,1,0,Inicio
201049,1196,2024-11-10,"Meta Ads",Desktop,8,569,0,0,Búsqueda
201050,1846,2023-10-27,Directo,Tablet,17,1705,1,0,Confirmación
201051,2814,2022-06-30,Directo,Tablet,4,1798,1,0,Producto
201052,2502,2023-11-18,"TikTok Ads",Tablet,17,560,1,0,Inicio
201053,2000,2024-07-27,Directo,Desktop,6,1776,0,0,Confirmación
201054,1787,2023-11-24,Directo,Desktop,18,1753,0,0,Checkout
201055,2382,2022-06-22,Orgánico,Desktop,13,479,0,0,Inicio
201056,2552,2023-11-28,Directo,Tablet,17,546,0,0,Confirmación
201057,NULL,2023-02-22,Correo,Desktop,12,1168,0,0,Checkout
201058,1498,2023-05-19,"Meta Ads",Desktop,18,1600,0,0,Carrito
201059,1176,2022-02-12,"Google Ads",Desktop,6,577,0,0,Confirmación
201060,2086,2022-06-02,"Google Ads",Desktop,18,1402,0,0,Inicio
201061,1104,2024-05-10,"Meta Ads",Móvil,20,455,1,0,Confirmación
201062,1250,2024-09-28,"Google Ads",Desktop,7,1611,0,0,Carrito
201063,2624,2024-11-14,Orgánico,Tablet,5,747,0,0,Búsqueda
201064,2534,2022-02-10,Correo,Tablet,9,426,1,1,Confirmación
201065,NULL,2022-03-06,Orgánico,Móvil,1,757,1,0,Checkout
201066,2339,2024-08-27,Correo,Tablet,12,1155,1,0,Checkout
201067,1465,2023-07-04,Correo,Tablet,15,1386,0,0,Carrito
201068,1917,2024-10-30,"Google Ads",Tablet,17,458,0,0,Inicio
201069,2369,2022-10-01,"Google Ads",Tablet,20,1755,0,0,Búsqueda
201070,NULL,2024-08-22,Correo,Desktop,15,610,0,0,Producto
201071,NULL,2023-02-19,"Meta Ads",Desktop,12,1478,0,0,Confirmación
201072,1378,2024-07-15,Orgánico,Desktop,9,901,0,0,Producto
201073,NULL,2022-04-16,"Meta Ads",Móvil,2,1242,0,0,Producto
201074,1116,2022-04-08,"Meta Ads",Tablet,17,85,1,0,Confirmación
201075,2272,2022-08-18,Correo,Desktop,6,1565,1,0,Carrito
201076,1170,2023-01-24,Orgánico,Tablet,8,804,1,0,Producto
201077,2797,2022-02-01,Orgánico,Móvil,12,120,0,0,Inicio
201078,2974,2022-06-06,"Meta Ads",Desktop,1,703,0,0,Producto
201079,NULL,2022-07-11,"Meta Ads",Desktop,1,1048,0,0,Confirmación
201080,1303,2024-08-30,"Meta Ads",Tablet,1,190,1,0,Búsqueda
201081,1954,2023-05-26,Directo,Tablet,6,272,0,0,Búsqueda
201082,1062,2024-01-29,Orgánico,Desktop,5,1612,0,0,Búsqueda
201083,2698,2023-11-13,"TikTok Ads",Tablet,10,117,0,0,Inicio
201084,1946,2024-06-12,"Google Ads",Móvil,14,627,1,0,Producto
201085,NULL,2022-01-26,"Meta Ads",Móvil,11,1071,0,0,Inicio
201086,1363,2023-03-05,Orgánico,Tablet,13,43,1,0,Búsqueda
201087,1754,2023-11-16,Directo,Móvil,17,1166,1,0,Confirmación
201088,1375,2023-04-15,"Meta Ads",Tablet,15,993,0,0,Producto
201089,1530,2023-02-23,"TikTok Ads",Desktop,11,163,0,0,Inicio
201090,2568,2022-07-28,"Meta Ads",Tablet,11,521,1,0,Inicio
201091,2765,2023-07-17,Directo,Desktop,10,1435,0,0,Confirmación
201092,NULL,2023-06-21,"Meta Ads",Tablet,3,1607,1,0,Confirmación
201093,2071,2022-11-02,"TikTok Ads",Desktop,1,613,0,0,Carrito
201094,2524,2024-01-08,"TikTok Ads",Tablet,9,636,0,0,Inicio
201095,NULL,2022-10-20,"Meta Ads",Tablet,16,521,1,0,Inicio
201096,NULL,2022-05-05,"Meta Ads",Desktop,16,1520,1,0,Producto
201097,2525,2023-09-21,"Meta Ads",Desktop,19,884,0,0,Inicio
201098,2810,2023-09-03,Directo,Desktop,5,341,1,0,Producto
201099,1831,2024-08-27,"TikTok Ads",Móvil,18,1738,1,0,Confirmación
201100,2670,2024-02-21,Directo,Tablet,12,970,0,0,Búsqueda
201101,2312,2023-08-29,"TikTok Ads",Móvil,13,805,0,0,Producto
201102,2072,2022-11-08,"Google Ads",Móvil,1,1353,0,0,Carrito
201103,2887,2023-12-23,Directo,Tablet,15,11,0,0,Inicio
201104,NULL,2024-08-25,Directo,Móvil,1,1110,0,0,Producto
201105,NULL,2024-02-02,Directo,Móvil,17,322,1,0,Producto
201106,2684,2024-04-27,"Meta Ads",Tablet,14,856,0,0,Inicio
201107,2480,2024-08-16,Directo,Móvil,15,474,1,1,Confirmación
201108,NULL,2022-07-05,"Meta Ads",Móvil,5,1007,1,0,Búsqueda
201109,1425,2022-09-22,Directo,Móvil,7,27,1,1,Confirmación
201110,NULL,2024-07-12,"Meta Ads",Desktop,5,1517,0,0,Confirmación
201111,1218,2024-05-30,"TikTok Ads",Desktop,14,219,1,0,Carrito
201112,1167,2024-07-15,"TikTok Ads",Tablet,13,1381,1,0,Checkout
